state,district,year,sugarcane_winter_yield_tonne_per_hectare
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Champhai,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hnahthial,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Khawzawl,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kolasib,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Lawngtlai,2006 - 2007,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Lunglei,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mamit,2003 - 2004,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Saiha,2003 - 2004,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2020 - 2021,
,,2021 - 2022,
,Saitual,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Serchhip,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Nagaland,Chumoukedima,2022 - 2023,
,Dimapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kiphire,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kohima,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Longleng,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mokokchung,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mon,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Noklak,2022 - 2023,
,Nuiland,2022 - 2023,
,Peren,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Phek,2003 - 2004,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Shamator,2022 - 2023,
,Tseminyu,2022 - 2023,
,Tuensang,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Wokha,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Zunheboto,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Odisha,Anugul,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,54.37
,,2005 - 2006,53.59
,,2006 - 2007,58.9
,,2007 - 2008,59.86
,,2008 - 2009,57.73
,,2009 - 2010,52.78
,,2010 - 2011,51.76
,,2011 - 2012,50.26
,,2012 - 2013,55.56
,,2013 - 2014,55.12
,,2014 - 2015,48.84
,,2015 - 2016,57.02
,,2016 - 2017,52.54
,,2017 - 2018,44.59
,,2018 - 2019,45.75
,,2019 - 2020,58.57
,,2020 - 2021,92.0
,,2021 - 2022,41.26
,,2022 - 2023,52.27
,Balangir,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,70.79
,,2005 - 2006,63.34
,,2006 - 2007,64.29
,,2007 - 2008,66.77
,,2008 - 2009,65.54
,,2009 - 2010,72.21
,,2010 - 2011,70.1
,,2011 - 2012,71.74
,,2012 - 2013,80.06
,,2013 - 2014,84.88
,,2014 - 2015,60.24
,,2015 - 2016,70.31
,,2016 - 2017,50.23
,,2017 - 2018,48.4
,,2018 - 2019,60.55
,,2019 - 2020,60.2
,,2020 - 2021,44.95
,,2021 - 2022,63.3
,,2022 - 2023,46.0
,Baleshwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,48.76
,,2005 - 2006,49.09
,,2006 - 2007,52.43
,,2007 - 2008,34.99
,,2008 - 2009,37.91
,,2009 - 2010,51.56
,,2010 - 2011,47.57
,,2011 - 2012,53.87
,,2012 - 2013,56.84
,,2013 - 2014,47.44
,,2014 - 2015,34.4
,,2015 - 2016,53.47
,,2016 - 2017,63.2
,,2018 - 2019,10.0
,,2019 - 2020,36.8
,,2020 - 2021,56.8
,Bargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,72.89
,,2005 - 2006,67.66
,,2006 - 2007,68.73
,,2007 - 2008,64.13
,,2008 - 2009,66.51
,,2009 - 2010,69.59
,,2010 - 2011,69.61
,,2011 - 2012,74.8
,,2012 - 2013,81.85
,,2013 - 2014,78.63
,,2014 - 2015,84.17
,,2015 - 2016,78.83
,,2016 - 2017,91.24
,,2017 - 2018,85.2
,,2018 - 2019,80.93
,,2019 - 2020,68.7
,,2020 - 2021,90.0
,,2021 - 2022,84.4
,,2022 - 2023,91.68
,Bhadrak,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,59.32
,,2005 - 2006,66.82
,,2006 - 2007,61.08
,,2007 - 2008,57.98
,,2008 - 2009,61.72
,,2009 - 2010,52.31
,,2010 - 2011,71.94
,,2011 - 2012,48.36
,,2012 - 2013,58.8
,,2013 - 2014,56.69
,,2014 - 2015,48.0
,,2015 - 2016,64.91
,,2016 - 2017,59.85
,,2017 - 2018,45.4
,,2018 - 2019,37.53
,,2019 - 2020,47.49
,,2020 - 2021,38.0
,,2021 - 2022,45.32
,,2022 - 2023,31.87
,Boudh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,44.51
,,2005 - 2006,50.92
,,2006 - 2007,50.78
,,2007 - 2008,53.65
,,2008 - 2009,53.55
,,2009 - 2010,56.8
,,2010 - 2011,81.84
,,2011 - 2012,53.89
,,2012 - 2013,61.93
,,2013 - 2014,57.87
,,2014 - 2015,58.13
,,2015 - 2016,57.2
,,2018 - 2019,55.8
,,2019 - 2020,26.4
,,2020 - 2021,46.0
,,2021 - 2022,55.55
,,2022 - 2023,77.0
,Cuttack,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,55.02
,,2005 - 2006,46.02
,,2006 - 2007,55.4
,,2007 - 2008,55.82
,,2008 - 2009,48.07
,,2009 - 2010,51.19
,,2010 - 2011,57.62
,,2011 - 2012,61.58
,,2012 - 2013,61.91
,,2013 - 2014,61.66
,,2014 - 2015,71.87
,,2015 - 2016,71.06
,,2016 - 2017,69.77
,,2017 - 2018,67.16
,,2018 - 2019,60.91
,,2019 - 2020,53.82
,,2020 - 2021,60.57
,,2021 - 2022,59.15
,,2022 - 2023,64.9
,Deogarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,50.5
,,2005 - 2006,50.73
,,2006 - 2007,50.16
,,2007 - 2008,49.29
,,2008 - 2009,48.47
,,2009 - 2010,50.91
,,2010 - 2011,53.39
,,2011 - 2012,52.32
,,2012 - 2013,46.32
,,2013 - 2014,55.54
,,2014 - 2015,49.32
,,2015 - 2016,48.09
,,2016 - 2017,32.53
,,2017 - 2018,33.2
,,2018 - 2019,42.8
,,2019 - 2020,42.0
,,2021 - 2022,45.5
,,2022 - 2023,48.95
,Dhenkanal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,57.87
,,2005 - 2006,58.5
,,2006 - 2007,61.67
,,2007 - 2008,65.22
,,2008 - 2009,63.55
,,2009 - 2010,78.31
,,2010 - 2011,64.35
,,2011 - 2012,69.74
,,2012 - 2013,75.09
,,2013 - 2014,77.26
,,2014 - 2015,69.6
,,2015 - 2016,63.41
,,2016 - 2017,70.84
,,2017 - 2018,72.88
,,2018 - 2019,86.8
,,2019 - 2020,56.04
,,2020 - 2021,70.33
,,2021 - 2022,67.64
,,2022 - 2023,61.11
,Gajapati,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,46.9
,,2005 - 2006,60.89
,,2006 - 2007,57.16
,,2007 - 2008,56.27
,,2008 - 2009,53.2
,,2009 - 2010,54.8
,,2010 - 2011,63.85
,,2011 - 2012,74.91
,,2012 - 2013,56.96
,,2013 - 2014,66.8
,,2014 - 2015,53.07
,,2015 - 2016,56.2
,,2016 - 2017,48.0
,,2017 - 2018,60.6
,,2018 - 2019,43.2
,,2021 - 2022,41.2
,Ganjam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,77.3
,,2005 - 2006,78.53
,,2006 - 2007,82.04
,,2007 - 2008,78.99
,,2008 - 2009,72.31
,,2009 - 2010,69.74
,,2010 - 2011,68.35
,,2011 - 2012,74.92
,,2012 - 2013,70.96
,,2013 - 2014,28.68
,,2014 - 2015,76.34
,,2015 - 2016,75.61
,,2016 - 2017,81.6
,,2017 - 2018,67.31
,,2018 - 2019,51.84
,,2019 - 2020,57.24
,,2020 - 2021,62.26
,,2021 - 2022,65.93
,,2022 - 2023,61.98
,Jagatsinghapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,69.06
,,2005 - 2006,75.91
,,2006 - 2007,72.6
,,2007 - 2008,88.98
,,2008 - 2009,52.74
,,2009 - 2010,53.83
,,2010 - 2011,53.45
,,2011 - 2012,59.8
,,2012 - 2013,76.8
,,2013 - 2014,69.29
,,2014 - 2015,58.62
,,2015 - 2016,62.27
,,2016 - 2017,46.23
,,2017 - 2018,48.4
,,2018 - 2019,62.04
,,2019 - 2020,39.11
,,2020 - 2021,54.95
,,2021 - 2022,55.8
,,2022 - 2023,54.38
,Jajapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,47.35
,,2005 - 2006,55.45
,,2006 - 2007,56.65
,,2007 - 2008,46.39
,,2008 - 2009,43.6
,,2009 - 2010,52.2
,,2010 - 2011,53.78
,,2011 - 2012,42.69
,,2012 - 2013,44.5
,,2013 - 2014,43.83
,,2014 - 2015,44.31
,,2015 - 2016,39.41
,,2016 - 2017,47.54
,,2017 - 2018,44.98
,,2018 - 2019,39.13
,,2019 - 2020,40.92
,,2020 - 2021,43.18
,,2021 - 2022,19.46
,,2022 - 2023,48.41
,Jharsuguda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,70.97
,,2005 - 2006,62.94
,,2006 - 2007,77.2
,,2007 - 2008,63.25
,,2008 - 2009,82.2
,,2009 - 2010,78.89
,,2010 - 2011,85.89
,,2011 - 2012,91.6
,,2012 - 2013,91.08
,,2013 - 2014,66.94
,,2014 - 2015,57.46
,,2015 - 2016,56.06
,,2016 - 2017,72.96
,,2017 - 2018,63.2
,,2020 - 2021,60.8
,,2021 - 2022,103.04
,,2022 - 2023,96.33
,Kalahandi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,44.73
,,2005 - 2006,57.5
,,2006 - 2007,49.52
,,2007 - 2008,44.14
,,2008 - 2009,46.5
,,2009 - 2010,51.42
,,2010 - 2011,50.81
,,2011 - 2012,45.05
,,2012 - 2013,55.43
,,2013 - 2014,52.0
,,2014 - 2015,49.05
,,2015 - 2016,55.86
,,2016 - 2017,48.0
,,2017 - 2018,57.3
,,2018 - 2019,115.8
,,2019 - 2020,53.8
,,2020 - 2021,58.1
,,2021 - 2022,58.4
,,2022 - 2023,66.8
,Kandhamal,2001 - 2002,
,,2003 - 2004,
,,2005 - 2006,47.8
,,2006 - 2007,45.6
,,2007 - 2008,25.7
,,2008 - 2009,57.2
,,2009 - 2010,59.2
,,2012 - 2013,34.8
,Kendrapara,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,54.43
,,2005 - 2006,60.0
,,2006 - 2007,49.27
,,2007 - 2008,51.72
,,2008 - 2009,39.83
,,2009 - 2010,41.27
,,2010 - 2011,48.35
,,2011 - 2012,49.84
,,2012 - 2013,51.91
,,2013 - 2014,55.55
,,2014 - 2015,43.8
,,2015 - 2016,46.57
,,2016 - 2017,46.4
,,2017 - 2018,79.2
,,2018 - 2019,49.77
,,2019 - 2020,50.93
,,2020 - 2021,47.9
,,2021 - 2022,36.65
,,2022 - 2023,51.77
,Kendujhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,51.76
,,2005 - 2006,60.72
,,2006 - 2007,51.43
,,2007 - 2008,39.11
,,2008 - 2009,58.63
,,2009 - 2010,28.8
,,2010 - 2011,74.4
,,2011 - 2012,58.24
,,2012 - 2013,71.83
,,2013 - 2014,78.06
,,2014 - 2015,78.8
,,2015 - 2016,67.6
,,2016 - 2017,56.27
,,2017 - 2018,26.2
,,2018 - 2019,50.17
,,2019 - 2020,82.0
,,2021 - 2022,54.0
,Khordha,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,48.8
,,2005 - 2006,60.0
,,2006 - 2007,48.93
,,2007 - 2008,40.43
,,2008 - 2009,42.38
,,2009 - 2010,56.77
,,2010 - 2011,54.93
,,2011 - 2012,65.55
,,2012 - 2013,60.78
,,2013 - 2014,60.1
,,2014 - 2015,64.43
,,2015 - 2016,67.7
,,2016 - 2017,82.67
,,2017 - 2018,60.8
,,2021 - 2022,8.76
,,2022 - 2023,55.8
,Koraput,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,94.59
,,2005 - 2006,84.91
,,2006 - 2007,74.95
,,2007 - 2008,64.57
,,2008 - 2009,66.29
,,2009 - 2010,84.13
,,2010 - 2011,87.94
,,2011 - 2012,76.03
,,2012 - 2013,83.16
,,2013 - 2014,100.3
,,2014 - 2015,89.41
,,2015 - 2016,70.61
,,2016 - 2017,69.25
,,2017 - 2018,77.69
,,2018 - 2019,77.19
,,2019 - 2020,76.61
,,2020 - 2021,65.37
,,2021 - 2022,75.55
,,2022 - 2023,53.31
,Malkangiri,2000 - 2001,
,,2007 - 2008,37.2
,,2016 - 2017,54.8
,Mayurbhanj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,38.8
,,2005 - 2006,45.31
,,2006 - 2007,60.5
,,2007 - 2008,37.87
,,2008 - 2009,9.6
,,2009 - 2010,16.9
,,2010 - 2011,51.6
,,2011 - 2012,59.0
,,2012 - 2013,63.6
,,2013 - 2014,58.4
,,2014 - 2015,64.4
,,2015 - 2016,74.4
,Nabarangpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,41.83
,,2005 - 2006,43.51
,,2006 - 2007,41.63
,,2007 - 2008,23.45
,,2008 - 2009,35.45
,,2009 - 2010,46.05
,,2010 - 2011,50.68
,,2011 - 2012,41.0
,,2012 - 2013,51.14
,,2013 - 2014,47.05
,,2014 - 2015,51.3
,,2015 - 2016,66.09
,,2016 - 2017,55.79
,,2017 - 2018,37.49
,,2018 - 2019,43.86
,,2019 - 2020,42.74
,,2020 - 2021,41.65
,,2021 - 2022,46.92
,,2022 - 2023,46.99
,Nayagarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,61.04
,,2005 - 2006,59.65
,,2006 - 2007,70.46
,,2007 - 2008,62.66
,,2008 - 2009,64.02
,,2009 - 2010,66.66
,,2010 - 2011,65.13
,,2011 - 2012,60.97
,,2012 - 2013,68.36
,,2013 - 2014,49.25
,,2014 - 2015,69.03
,,2015 - 2016,49.29
,,2016 - 2017,60.1
,,2017 - 2018,55.88
,,2018 - 2019,68.32
,,2019 - 2020,68.51
,,2020 - 2021,71.98
,,2021 - 2022,69.34
,,2022 - 2023,69.46
,Nuapada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,55.0
,,2005 - 2006,41.0
,,2006 - 2007,60.8
,,2007 - 2008,48.56
,,2008 - 2009,48.75
,,2009 - 2010,40.8
,,2010 - 2011,33.6
,,2011 - 2012,50.86
,,2013 - 2014,29.13
,,2015 - 2016,30.0
,,2016 - 2017,5.8
,,2018 - 2019,43.2
,,2019 - 2020,59.04
,,2020 - 2021,59.9
,,2021 - 2022,29.4
,,2022 - 2023,44.76
,Puri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,52.9
,,2005 - 2006,62.37
,,2006 - 2007,57.53
,,2007 - 2008,38.8
,,2008 - 2009,55.67
,,2009 - 2010,59.2
,,2010 - 2011,61.91
,,2011 - 2012,61.03
,,2012 - 2013,79.89
,,2013 - 2014,78.83
,,2014 - 2015,53.52
,,2015 - 2016,52.1
,,2018 - 2019,31.67
,,2019 - 2020,40.93
,,2020 - 2021,29.73
,,2021 - 2022,77.2
,Rayagada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,29.27
,,2005 - 2006,48.68
,,2006 - 2007,45.38
,,2007 - 2008,36.32
,,2008 - 2009,34.0
,,2009 - 2010,29.94
,,2010 - 2011,60.0
,,2011 - 2012,52.8
,,2012 - 2013,68.4
,,2013 - 2014,82.5
,,2014 - 2015,46.8
,,2015 - 2016,51.47
,,2017 - 2018,55.88
,Sambalpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,55.33
,,2005 - 2006,55.2
,,2006 - 2007,50.13
,,2007 - 2008,59.13
,,2008 - 2009,61.22
,,2009 - 2010,51.6
,,2010 - 2011,43.92
,,2011 - 2012,44.17
,,2012 - 2013,111.2
,,2013 - 2014,38.15
,,2014 - 2015,36.1
,,2015 - 2016,41.33
,,2016 - 2017,34.4
,Sonepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,61.9
,,2005 - 2006,60.92
,,2006 - 2007,59.85
,,2007 - 2008,72.55
,,2008 - 2009,61.17
,,2009 - 2010,59.85
,,2010 - 2011,73.26
,,2011 - 2012,69.89
,,2012 - 2013,77.93
,,2013 - 2014,79.24
,,2014 - 2015,73.52
,,2015 - 2016,52.0
,,2016 - 2017,22.0
,Sundargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,73.38
,,2005 - 2006,48.62
,,2006 - 2007,70.16
,,2007 - 2008,64.48
,,2008 - 2009,56.44
,,2009 - 2010,56.6
,,2010 - 2011,93.04
,,2011 - 2012,54.23
,,2012 - 2013,100.25
,,2013 - 2014,82.0
,,2014 - 2015,93.6
,,2015 - 2016,69.05
,,2016 - 2017,82.0
,,2018 - 2019,109.6
,,2019 - 2020,125.96
,,2020 - 2021,99.43
,,2021 - 2022,104.85
,,2022 - 2023,98.08
Puducherry,Karaikal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,Pondicherry,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Punjab,Amritsar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Barnala,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bathinda,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Faridkot,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,Fatehgarh sahib,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Fazilka,2011 - 2012,
,,2012 - 2013,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Firozepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2009 - 2010,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gurdaspur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
