feature,KMeans_Cluster,State,District
Bihar_Kishanganj,4,Bihar,Kishanganj
Bihar_Lakhisarai,4,Bihar,Lakhisarai
Bihar_Madhepura,4,Bihar,Madhepura
Bihar_Madhubani,4,Bihar,Madhubani
Bihar_Munger,4,Bihar,Munger
Bihar_Muzaffarpur,4,Bihar,Muzaffarpur
Bihar_Nalanda,4,Bihar,Nalanda
Bihar_Nawada,4,Bihar,Nawada
Bihar_Pashchim Champaran,4,Bihar,Pashchim Champaran
Bihar_Patna,4,Bihar,Patna
Bihar_Purbi Champaran,4,Bihar,Purbi Champaran
Bihar_Purnia,4,Bihar,Purnia
Bihar_Rohtas,4,Bihar,Rohtas
Bihar_Saharsa,4,Bihar,Saharsa
Bihar_Samastipur,4,Bihar,Samastipur
Bihar_Saran,4,Bihar,Saran
Bihar_Sheikhpura,4,Bihar,Sheikhpura
Bihar_Sheohar,4,Bihar,Sheohar
Bihar_Sitamarhi,4,Bihar,Sitamarhi
Bihar_Siwan,4,Bihar,Siwan
Bihar_Supaul,4,Bihar,Supaul
Bihar_Vaishali,4,Bihar,Vaishali
Chandigarh_Chandigarh,0,Chandigarh,Chandigarh
Chhattisgarh_Balod,4,Chhattisgarh,Balod
Chhattisgarh_Baloda Bazar,4,Chhattisgarh,Baloda Bazar
Chhattisgarh_Balrampur,4,Chhattisgarh,Balrampur
Chhattisgarh_Bastar,4,Chhattisgarh,Bastar
Chhattisgarh_Bemetara,4,Chhattisgarh,Bemetara
Chhattisgarh_Bijapur,5,Chhattisgarh,Bijapur
Chhattisgarh_Bilaspur,4,Chhattisgarh,Bilaspur
Chhattisgarh_Dantewada,4,Chhattisgarh,Dantewada
Chhattisgarh_Dhamtari,4,Chhattisgarh,Dhamtari
Chhattisgarh_Durg,4,Chhattisgarh,Durg
Chhattisgarh_Gariyaband,4,Chhattisgarh,Gariyaband
Chhattisgarh_Gaurella Pendra Marwahi,4,Chhattisgarh,Gaurella Pendra Marwahi
Chhattisgarh_Janjgir-Champa,4,Chhattisgarh,Janjgir-Champa
Chhattisgarh_Jashpur,4,Chhattisgarh,Jashpur
Chhattisgarh_Kabirdham,4,Chhattisgarh,Kabirdham
Chhattisgarh_Kanker,4,Chhattisgarh,Kanker
Chhattisgarh_Khairgarh Chhuikhadan Gandai,4,Chhattisgarh,Khairgarh Chhuikhadan Gandai
Chhattisgarh_Kondagaon,4,Chhattisgarh,Kondagaon
Chhattisgarh_Korba,4,Chhattisgarh,Korba
Chhattisgarh_Korea,4,Chhattisgarh,Korea
Chhattisgarh_Mahasamund,4,Chhattisgarh,Mahasamund
Chhattisgarh_Manendragarh Chirimiri Bharatpur,4,Chhattisgarh,Manendragarh Chirimiri Bharatpur
Chhattisgarh_Mohla Manpur Ambagarh Chouki,4,Chhattisgarh,Mohla Manpur Ambagarh Chouki
Chhattisgarh_Mungeli,4,Chhattisgarh,Mungeli
Chhattisgarh_Narayanpur,4,Chhattisgarh,Narayanpur
Chhattisgarh_Raigarh,4,Chhattisgarh,Raigarh
Chhattisgarh_Raipur,4,Chhattisgarh,Raipur
Chhattisgarh_Rajnandgaon,4,Chhattisgarh,Rajnandgaon
Chhattisgarh_Sakti,4,Chhattisgarh,Sakti
Chhattisgarh_Sarangarh Bilaigarh,4,Chhattisgarh,Sarangarh Bilaigarh
Chhattisgarh_Sukma,4,Chhattisgarh,Sukma
Chhattisgarh_Surajpur,4,Chhattisgarh,Surajpur
Chhattisgarh_Surguja,4,Chhattisgarh,Surguja
DNHDD_Dadra And Nagar Haveli,5,DNHDD,Dadra And Nagar Haveli
DNHDD_Daman,13,DNHDD,Daman
Delhi_Central,0,Delhi,Central
Delhi_New Delhi,0,Delhi,New Delhi
Delhi_North,0,Delhi,North
Delhi_North West,0,Delhi,North West
Delhi_South,0,Delhi,South
Delhi_South East,0,Delhi,South East
Delhi_South West,0,Delhi,South West
Delhi_West,0,Delhi,West
Goa_North Goa,13,Goa,North Goa
Goa_South Goa,13,Goa,South Goa
Gujarat_Ahmadabad,13,Gujarat,Ahmadabad
Gujarat_Amreli,5,Gujarat,Amreli
Gujarat_Anand,13,Gujarat,Anand
Gujarat_Arvalli,4,Gujarat,Arvalli
Gujarat_Banas Kantha,10,Gujarat,Banas Kantha
Gujarat_Bharuch,13,Gujarat,Bharuch
Gujarat_Bhavnagar,13,Gujarat,Bhavnagar
Gujarat_Botad,13,Gujarat,Botad
Gujarat_Chhotaudepur,5,Gujarat,Chhotaudepur
Gujarat_Dang,5,Gujarat,Dang
Gujarat_Devbhumi Dwarka,10,Gujarat,Devbhumi Dwarka
Gujarat_Dohad,5,Gujarat,Dohad
Gujarat_Gandhinagar,13,Gujarat,Gandhinagar
Gujarat_Gir Somnath,10,Gujarat,Gir Somnath
Gujarat_Jamnagar,13,Gujarat,Jamnagar
Gujarat_Junagadh,13,Gujarat,Junagadh
Gujarat_Kachchh,10,Gujarat,Kachchh
Gujarat_Kheda,13,Gujarat,Kheda
Gujarat_Mahesana,0,Gujarat,Mahesana
Gujarat_Mahisagar,5,Gujarat,Mahisagar
Gujarat_Morbi,13,Gujarat,Morbi
Gujarat_Narmada,5,Gujarat,Narmada
Gujarat_Navsari,13,Gujarat,Navsari
Gujarat_Panch Mahals,5,Gujarat,Panch Mahals
Gujarat_Patan,10,Gujarat,Patan
Gujarat_Porbandar,13,Gujarat,Porbandar
Gujarat_Rajkot,5,Gujarat,Rajkot
Gujarat_Sabar Kantha,4,Gujarat,Sabar Kantha
Gujarat_Surat,5,Gujarat,Surat
Gujarat_Surendranagar,13,Gujarat,Surendranagar
Gujarat_Tapi,5,Gujarat,Tapi
Gujarat_Vadodara,5,Gujarat,Vadodara
Gujarat_Valsad,5,Gujarat,Valsad
Haryana_Ambala,0,Haryana,Ambala
Haryana_Bhiwani,10,Haryana,Bhiwani
Haryana_Charki Dadri,10,Haryana,Charki Dadri
Haryana_Faridabad,0,Haryana,Faridabad
Haryana_Fatehabad,0,Haryana,Fatehabad
Haryana_Gurugram,0,Haryana,Gurugram
Haryana_Hisar,0,Haryana,Hisar
Haryana_Jhajjar,0,Haryana,Jhajjar
Haryana_Jind,0,Haryana,Jind
Haryana_Kaithal,0,Haryana,Kaithal
Haryana_Karnal,0,Haryana,Karnal
Haryana_Kurukshetra,0,Haryana,Kurukshetra
Haryana_Mahendragarh,10,Haryana,Mahendragarh
Haryana_Nuh,0,Haryana,Nuh
Haryana_Palwal,0,Haryana,Palwal
Haryana_Panchkula,0,Haryana,Panchkula
Haryana_Panipat,0,Haryana,Panipat
Haryana_Rewari,0,Haryana,Rewari
Haryana_Rohtak,0,Haryana,Rohtak
Haryana_Sirsa,0,Haryana,Sirsa
Haryana_Sonipat,0,Haryana,Sonipat
Haryana_Yamunanagar,0,Haryana,Yamunanagar
Himachal Pradesh_Bilaspur,0,Himachal Pradesh,Bilaspur
Himachal Pradesh_Chamba,2,Himachal Pradesh,Chamba
Himachal Pradesh_Hamirpur,11,Himachal Pradesh,Hamirpur
Himachal Pradesh_Kangra,11,Himachal Pradesh,Kangra
Himachal Pradesh_Kinnaur,14,Himachal Pradesh,Kinnaur
Himachal Pradesh_Kullu,2,Himachal Pradesh,Kullu
Himachal Pradesh_Lahul And Spiti,14,Himachal Pradesh,Lahul And Spiti
Himachal Pradesh_Mandi,11,Himachal Pradesh,Mandi
Himachal Pradesh_Shimla,2,Himachal Pradesh,Shimla
Himachal Pradesh_Sirmaur,11,Himachal Pradesh,Sirmaur
Himachal Pradesh_Solan,11,Himachal Pradesh,Solan
Himachal Pradesh_Una,0,Himachal Pradesh,Una
Jammu & Kashmir_Anantnag,2,Jammu & Kashmir,Anantnag
Jammu & Kashmir_Bandipora,2,Jammu & Kashmir,Bandipora
Jammu & Kashmir_Baramulla,2,Jammu & Kashmir,Baramulla
Jammu & Kashmir_Budgam,2,Jammu & Kashmir,Budgam
Jammu & Kashmir_Doda,2,Jammu & Kashmir,Doda
Jammu & Kashmir_Ganderbal,2,Jammu & Kashmir,Ganderbal
Jammu & Kashmir_Jammu,0,Jammu & Kashmir,Jammu
Jammu & Kashmir_Kathua,11,Jammu & Kashmir,Kathua
Jammu & Kashmir_Kishtwar,14,Jammu & Kashmir,Kishtwar
Jammu & Kashmir_Kulgam,2,Jammu & Kashmir,Kulgam
Jammu & Kashmir_Kupwara,2,Jammu & Kashmir,Kupwara
Jammu & Kashmir_Mirpur,0,Jammu & Kashmir,Mirpur
Jammu & Kashmir_Muzaffarabad,2,Jammu & Kashmir,Muzaffarabad
Jammu & Kashmir_Poonch,11,Jammu & Kashmir,Poonch
Jammu & Kashmir_Pulwama,2,Jammu & Kashmir,Pulwama
Jammu & Kashmir_Rajouri,11,Jammu & Kashmir,Rajouri
Jammu & Kashmir_Ramban,2,Jammu & Kashmir,Ramban
Jammu & Kashmir_Reasi,11,Jammu & Kashmir,Reasi
Jammu & Kashmir_Samba,0,Jammu & Kashmir,Samba
Jammu & Kashmir_Shopian,2,Jammu & Kashmir,Shopian
Jammu & Kashmir_Srinagar,2,Jammu & Kashmir,Srinagar
Jammu & Kashmir_Udhampur,11,Jammu & Kashmir,Udhampur
Jharkhand_Bokaro,4,Jharkhand,Bokaro
Jharkhand_Chatra,4,Jharkhand,Chatra
Jharkhand_Deoghar,4,Jharkhand,Deoghar
Jharkhand_Dhanbad,4,Jharkhand,Dhanbad
Jharkhand_Dumka,5,Jharkhand,Dumka
Jharkhand_East Singhbum,4,Jharkhand,East Singhbum
Jharkhand_Garhwa,4,Jharkhand,Garhwa
Jharkhand_Giridih,4,Jharkhand,Giridih
Jharkhand_Godda,4,Jharkhand,Godda
Jharkhand_Gumla,4,Jharkhand,Gumla
Jharkhand_Hazaribagh,4,Jharkhand,Hazaribagh
Jharkhand_Jamtara,4,Jharkhand,Jamtara
Jharkhand_Khunti,4,Jharkhand,Khunti
Jharkhand_Koderma,4,Jharkhand,Koderma
Jharkhand_Latehar,4,Jharkhand,Latehar
Jharkhand_Lohardaga,4,Jharkhand,Lohardaga
Jharkhand_Pakur,4,Jharkhand,Pakur
Jharkhand_Palamu,4,Jharkhand,Palamu
Jharkhand_Ramgarh,4,Jharkhand,Ramgarh
Jharkhand_Ranchi,4,Jharkhand,Ranchi
Jharkhand_Sahebganj,4,Jharkhand,Sahebganj
Jharkhand_Saraikela Kharsawan,4,Jharkhand,Saraikela Kharsawan
Jharkhand_Simdega,4,Jharkhand,Simdega
Jharkhand_West Singhbhum,5,Jharkhand,West Singhbhum
Karnataka_Bagalkote,13,Karnataka,Bagalkote
Karnataka_Ballari,13,Karnataka,Ballari
Karnataka_Belagavi,5,Karnataka,Belagavi
Karnataka_Bengaluru Rural,5,Karnataka,Bengaluru Rural
Karnataka_Bengaluru Urban,5,Karnataka,Bengaluru Urban
Karnataka_Bidar,5,Karnataka,Bidar
Karnataka_Chamarajanagara,13,Karnataka,Chamarajanagara
Karnataka_Chikkaballapura,13,Karnataka,Chikkaballapura
Karnataka_Chikkamagaluru,12,Karnataka,Chikkamagaluru
Karnataka_Chitradurga,13,Karnataka,Chitradurga
Karnataka_Dakshina Kannada,12,Karnataka,Dakshina Kannada
Karnataka_Davangere,13,Karnataka,Davangere
Karnataka_Dharwad,5,Karnataka,Dharwad
Karnataka_Gadag,13,Karnataka,Gadag
Karnataka_Hassan,12,Karnataka,Hassan
Karnataka_Haveri,5,Karnataka,Haveri
Karnataka_Kalaburagi,5,Karnataka,Kalaburagi
Karnataka_Kodagu,12,Karnataka,Kodagu
Karnataka_Kolar,13,Karnataka,Kolar
Karnataka_Koppal,13,Karnataka,Koppal
Karnataka_Mandya,13,Karnataka,Mandya
Karnataka_Mysuru,13,Karnataka,Mysuru
Karnataka_Raichur,5,Karnataka,Raichur
Karnataka_Ramanagara,13,Karnataka,Ramanagara
Karnataka_Shivamogga,12,Karnataka,Shivamogga
Karnataka_Tumakuru,13,Karnataka,Tumakuru
Karnataka_Udupi,12,Karnataka,Udupi
Karnataka_Uttara Kannada,12,Karnataka,Uttara Kannada
Karnataka_Vijayanagar,13,Karnataka,Vijayanagar
Karnataka_Vijayapura,13,Karnataka,Vijayapura
Karnataka_Yadgir,5,Karnataka,Yadgir
Kerala_Alappuzha,12,Kerala,Alappuzha
Kerala_Ernakulam,12,Kerala,Ernakulam
Kerala_Idukki,12,Kerala,Idukki
Kerala_Kannur,12,Kerala,Kannur
Kerala_Kasaragod,12,Kerala,Kasaragod
Kerala_Kollam,12,Kerala,Kollam
Kerala_Kottayam,12,Kerala,Kottayam
Kerala_Kozhikode,12,Kerala,Kozhikode
Kerala_Malappuram,12,Kerala,Malappuram
Kerala_Palakkad,12,Kerala,Palakkad
Kerala_Pathanamthitta,12,Kerala,Pathanamthitta
Kerala_Thiruvananthapuram,12,Kerala,Thiruvananthapuram
Kerala_Thrissur,12,Kerala,Thrissur
Kerala_Wayanad,12,Kerala,Wayanad
Ladakh_Kargil,14,Ladakh,Kargil
Ladakh_Leh Ladakh,14,Ladakh,Leh Ladakh
Madhya Pradesh_Agar Malwa,5,Madhya Pradesh,Agar Malwa
Madhya Pradesh_Alirajpur,5,Madhya Pradesh,Alirajpur
Madhya Pradesh_Anuppur,4,Madhya Pradesh,Anuppur
Madhya Pradesh_Ashoknagar,5,Madhya Pradesh,Ashoknagar
Madhya Pradesh_Balaghat,5,Madhya Pradesh,Balaghat
Madhya Pradesh_Barwani,13,Madhya Pradesh,Barwani
Madhya Pradesh_Betul,4,Madhya Pradesh,Betul
Madhya Pradesh_Bhind,0,Madhya Pradesh,Bhind
Madhya Pradesh_Bhopal,5,Madhya Pradesh,Bhopal
Madhya Pradesh_Burhanpur,4,Madhya Pradesh,Burhanpur
Madhya Pradesh_Chhatarpur,4,Madhya Pradesh,Chhatarpur
Madhya Pradesh_Chhindwara,5,Madhya Pradesh,Chhindwara
Madhya Pradesh_Damoh,5,Madhya Pradesh,Damoh
Madhya Pradesh_Datia,0,Madhya Pradesh,Datia
Madhya Pradesh_Dewas,5,Madhya Pradesh,Dewas
Madhya Pradesh_Dhar,5,Madhya Pradesh,Dhar
Madhya Pradesh_Dindori,4,Madhya Pradesh,Dindori
Madhya Pradesh_East Nimar,5,Madhya Pradesh,East Nimar
Madhya Pradesh_Guna,5,Madhya Pradesh,Guna
Madhya Pradesh_Gwalior,0,Madhya Pradesh,Gwalior
Madhya Pradesh_Harda,5,Madhya Pradesh,Harda
Madhya Pradesh_Indore,5,Madhya Pradesh,Indore
Madhya Pradesh_Jabalpur,5,Madhya Pradesh,Jabalpur
Madhya Pradesh_Jhabua,5,Madhya Pradesh,Jhabua
Madhya Pradesh_Katni,5,Madhya Pradesh,Katni
Madhya Pradesh_Khargone,5,Madhya Pradesh,Khargone
Madhya Pradesh_Mandla,5,Madhya Pradesh,Mandla
Madhya Pradesh_Mandsaur,5,Madhya Pradesh,Mandsaur
Madhya Pradesh_Morena,0,Madhya Pradesh,Morena
Madhya Pradesh_Narmadapuram,5,Madhya Pradesh,Narmadapuram
Madhya Pradesh_Narsinghpur,5,Madhya Pradesh,Narsinghpur
Madhya Pradesh_Neemuch,4,Madhya Pradesh,Neemuch
Madhya Pradesh_Niwari,0,Madhya Pradesh,Niwari
Madhya Pradesh_Panna,4,Madhya Pradesh,Panna
Madhya Pradesh_Raisen,5,Madhya Pradesh,Raisen
Madhya Pradesh_Rajgarh,5,Madhya Pradesh,Rajgarh
Madhya Pradesh_Ratlam,5,Madhya Pradesh,Ratlam
Madhya Pradesh_Rewa,4,Madhya Pradesh,Rewa
Madhya Pradesh_Sagar,5,Madhya Pradesh,Sagar
Madhya Pradesh_Satna,4,Madhya Pradesh,Satna
Madhya Pradesh_Sehore,5,Madhya Pradesh,Sehore
Madhya Pradesh_Seoni,5,Madhya Pradesh,Seoni
Madhya Pradesh_Shahdol,5,Madhya Pradesh,Shahdol
Madhya Pradesh_Shajapur,5,Madhya Pradesh,Shajapur
Madhya Pradesh_Sheopur,0,Madhya Pradesh,Sheopur
Madhya Pradesh_Shivpuri,0,Madhya Pradesh,Shivpuri
Madhya Pradesh_Sidhi,5,Madhya Pradesh,Sidhi
Madhya Pradesh_Singrauli,4,Madhya Pradesh,Singrauli
Madhya Pradesh_Tikamgarh,0,Madhya Pradesh,Tikamgarh
Madhya Pradesh_Ujjain,5,Madhya Pradesh,Ujjain
Madhya Pradesh_Umaria,5,Madhya Pradesh,Umaria
Madhya Pradesh_Vidisha,5,Madhya Pradesh,Vidisha
Maharashtra_Ahmednagar,13,Maharashtra,Ahmednagar
Maharashtra_Akola,5,Maharashtra,Akola
Maharashtra_Amravati,5,Maharashtra,Amravati
Maharashtra_Aurangabad,5,Maharashtra,Aurangabad
Maharashtra_Beed,5,Maharashtra,Beed
Maharashtra_Bhandara,5,Maharashtra,Bhandara
Maharashtra_Buldhana,5,Maharashtra,Buldhana
Maharashtra_Chandrapur,5,Maharashtra,Chandrapur
Maharashtra_Dhule,5,Maharashtra,Dhule
Maharashtra_Gadchiroli,5,Maharashtra,Gadchiroli
Maharashtra_Gondia,5,Maharashtra,Gondia
Maharashtra_Hingoli,5,Maharashtra,Hingoli
Maharashtra_Jalgaon,5,Maharashtra,Jalgaon
Maharashtra_Jalna,5,Maharashtra,Jalna
Maharashtra_Kolhapur,12,Maharashtra,Kolhapur
Maharashtra_Latur,5,Maharashtra,Latur
Maharashtra_Mumbai Suburban,13,Maharashtra,Mumbai Suburban
Maharashtra_Nagpur,5,Maharashtra,Nagpur
Maharashtra_Nanded,5,Maharashtra,Nanded
Maharashtra_Nandurbar,5,Maharashtra,Nandurbar
Maharashtra_Nashik,5,Maharashtra,Nashik
Maharashtra_Osmanabad,5,Maharashtra,Osmanabad
Maharashtra_Palghar,5,Maharashtra,Palghar
Maharashtra_Parbhani,5,Maharashtra,Parbhani
Maharashtra_Pune,13,Maharashtra,Pune
Maharashtra_Raigad,5,Maharashtra,Raigad
Maharashtra_Ratnagiri,5,Maharashtra,Ratnagiri
Maharashtra_Sangli,13,Maharashtra,Sangli
Maharashtra_Satara,5,Maharashtra,Satara
Maharashtra_Sindhudurg,5,Maharashtra,Sindhudurg
Maharashtra_Solapur,13,Maharashtra,Solapur
Maharashtra_Thane,5,Maharashtra,Thane
Maharashtra_Wardha,5,Maharashtra,Wardha
Maharashtra_Washim,5,Maharashtra,Washim
Maharashtra_Yavatmal,5,Maharashtra,Yavatmal
Manipur_Bishnupur,1,Manipur,Bishnupur
Manipur_Chandel,1,Manipur,Chandel
Manipur_Churachandpur,1,Manipur,Churachandpur
Manipur_Imphal East,1,Manipur,Imphal East
Manipur_Imphal West,1,Manipur,Imphal West
Manipur_Kakching,1,Manipur,Kakching
Manipur_Kamjong,1,Manipur,Kamjong
Manipur_Kangpokpi,1,Manipur,Kangpokpi
Manipur_Noney,1,Manipur,Noney
Manipur_Pherzawl,1,Manipur,Pherzawl
Manipur_Senapati,8,Manipur,Senapati
Manipur_Tamenglong,1,Manipur,Tamenglong
Manipur_Tengnoupal,1,Manipur,Tengnoupal
Manipur_Thoubal,1,Manipur,Thoubal
Manipur_Ukhrul,1,Manipur,Ukhrul
Meghalaya_East Garo Hills,8,Meghalaya,East Garo Hills
Meghalaya_East Jaintia Hills,8,Meghalaya,East Jaintia Hills
Meghalaya_East Khasi Hills,8,Meghalaya,East Khasi Hills
Meghalaya_Eastern West Khasi Hills,8,Meghalaya,Eastern West Khasi Hills
Meghalaya_North Garo Hills,3,Meghalaya,North Garo Hills
Meghalaya_Ri Bhoi,8,Meghalaya,Ri Bhoi
Meghalaya_South Garo Hills,3,Meghalaya,South Garo Hills
Meghalaya_South West Garo Hills,3,Meghalaya,South West Garo Hills
Meghalaya_South West Khasi Hills,8,Meghalaya,South West Khasi Hills
Meghalaya_West Garo Hills,3,Meghalaya,West Garo Hills
Meghalaya_West Jaintia Hills,8,Meghalaya,West Jaintia Hills
Meghalaya_West Khasi Hills,8,Meghalaya,West Khasi Hills
Mizoram_Aizawl,1,Mizoram,Aizawl
Mizoram_Champhai,1,Mizoram,Champhai
Mizoram_Hnahthial,1,Mizoram,Hnahthial
Mizoram_Khawzawl,1,Mizoram,Khawzawl
Mizoram_Kolasib,1,Mizoram,Kolasib
Mizoram_Lawngtlai,1,Mizoram,Lawngtlai
Mizoram_Lunglei,1,Mizoram,Lunglei
Mizoram_Mamit,1,Mizoram,Mamit
Mizoram_Saiha,1,Mizoram,Saiha
Mizoram_Saitual,1,Mizoram,Saitual
Mizoram_Serchhip,1,Mizoram,Serchhip
Nagaland_Chumoukedima,8,Nagaland,Chumoukedima
Nagaland_Kiphire,8,Nagaland,Kiphire
Nagaland_Kohima,8,Nagaland,Kohima
Nagaland_Longleng,8,Nagaland,Longleng
Nagaland_Mokokchung,8,Nagaland,Mokokchung
Nagaland_Mon,8,Nagaland,Mon
Nagaland_Noklak,8,Nagaland,Noklak
Nagaland_Peren,8,Nagaland,Peren
Nagaland_Phek,8,Nagaland,Phek
Nagaland_Shamator,8,Nagaland,Shamator
Nagaland_Tseminyu,8,Nagaland,Tseminyu
Nagaland_Tuensang,8,Nagaland,Tuensang
Nagaland_Wokha,8,Nagaland,Wokha
Nagaland_Zunheboto,8,Nagaland,Zunheboto
Odisha_Anugul,4,Odisha,Anugul
Odisha_Balangir,4,Odisha,Balangir
Odisha_Baleshwar,13,Odisha,Baleshwar
Odisha_Bargarh,5,Odisha,Bargarh
