feature,KMeans_Cluster,State,District
Odisha_Bhadrak,9,Odisha,Bhadrak
Odisha_Boudh,9,Odisha,Boudh
Odisha_Cuttack,9,Odisha,Cuttack
Odisha_Deogarh,9,Odisha,Deogarh
Odisha_Dhenkanal,9,Odisha,Dhenkanal
Odisha_Gajapati,9,Odisha,Gajapati
Odisha_Ganjam,9,Odisha,Ganjam
Odisha_Jagatsinghapur,9,Odisha,Jagatsinghapur
Odisha_Jajapur,9,Odisha,Jajapur
Odisha_Jharsuguda,9,Odisha,Jharsuguda
Odisha_Kalahandi,9,Odisha,Kalahandi
Odisha_Kandhamal,9,Odisha,Kandhamal
Odisha_Kendrapara,9,Odisha,Kendrapara
Odisha_Kendujhar,9,Odisha,Kendujhar
Odisha_Khordha,9,Odisha,Khordha
Odisha_Koraput,9,Odisha,Koraput
Odisha_Malkangiri,9,Odisha,Malkangiri
Odisha_Mayurbhanj,9,Odisha,Mayurbhanj
Odisha_Nabarangpur,9,Odisha,Nabarangpur
Odisha_Nayagarh,9,Odisha,Nayagarh
Odisha_Nuapada,9,Odisha,Nuapada
Odisha_Puri,9,Odisha,Puri
Odisha_Rayagada,9,Odisha,Rayagada
Odisha_Sambalpur,9,Odisha,Sambalpur
Odisha_Sonepur,9,Odisha,Sonepur
Odisha_Sundargarh,9,Odisha,Sundargarh
Puducherry_Karaikal,7,Puducherry,Karaikal
Puducherry_Pondicherry,7,Puducherry,Pondicherry
Punjab_Amritsar,13,Punjab,Amritsar
Punjab_Barnala,13,Punjab,Barnala
Punjab_Bathinda,13,Punjab,Bathinda
Punjab_Faridkot,13,Punjab,Faridkot
Punjab_Fatehgarh Sahib,13,Punjab,Fatehgarh Sahib
Punjab_Fazilka,13,Punjab,Fazilka
Punjab_Ferozepur,13,Punjab,Ferozepur
Punjab_Gurdaspur,13,Punjab,Gurdaspur
Punjab_Hoshiarpur,13,Punjab,Hoshiarpur
Punjab_Jalandhar,13,Punjab,Jalandhar
Punjab_Kapurthala,13,Punjab,Kapurthala
Punjab_Ludhiana,13,Punjab,Ludhiana
Punjab_Malerkotla,13,Punjab,Malerkotla
Punjab_Mansa,13,Punjab,Mansa
Punjab_Moga,13,Punjab,Moga
Punjab_Pathankot,10,Punjab,Pathankot
Punjab_Patiala,13,Punjab,Patiala
Punjab_Rupnagar,13,Punjab,Rupnagar
Punjab_S.a.s Nagar,13,Punjab,S.a.s Nagar
Punjab_Sangrur,13,Punjab,Sangrur
Punjab_Shahid Bhagat Singh Nagar,13,Punjab,Shahid Bhagat Singh Nagar
Punjab_Sri Muktsar Sahib,13,Punjab,Sri Muktsar Sahib
Punjab_Tarn Taran,13,Punjab,Tarn Taran
Rajasthan_Ajmer,13,Rajasthan,Ajmer
Rajasthan_Alwar,13,Rajasthan,Alwar
Rajasthan_Anoopgarh,13,Rajasthan,Anoopgarh
Rajasthan_Balotra,13,Rajasthan,Balotra
Rajasthan_Banswara,2,Rajasthan,Banswara
Rajasthan_Baran,2,Rajasthan,Baran
Rajasthan_Barmer,13,Rajasthan,Barmer
Rajasthan_Beawar,13,Rajasthan,Beawar
Rajasthan_Bharatpur,13,Rajasthan,Bharatpur
Rajasthan_Bhilwara,13,Rajasthan,Bhilwara
Rajasthan_Bikaner,13,Rajasthan,Bikaner
Rajasthan_Bundi,13,Rajasthan,Bundi
Rajasthan_Chittorgarh,2,Rajasthan,Chittorgarh
Rajasthan_Churu,13,Rajasthan,Churu
Rajasthan_Dausa,13,Rajasthan,Dausa
Rajasthan_Deeg,13,Rajasthan,Deeg
Rajasthan_Dholpur,13,Rajasthan,Dholpur
Rajasthan_Didwana Kuchaman,13,Rajasthan,Didwana Kuchaman
Rajasthan_Dudu,13,Rajasthan,Dudu
Rajasthan_Dungarpur,2,Rajasthan,Dungarpur
Rajasthan_Ganganagar,13,Rajasthan,Ganganagar
Rajasthan_Gangapurcity,13,Rajasthan,Gangapurcity
Rajasthan_Hanumangarh,13,Rajasthan,Hanumangarh
Rajasthan_Jaipur,13,Rajasthan,Jaipur
Rajasthan_Jaipur Gramin,13,Rajasthan,Jaipur Gramin
Rajasthan_Jaisalmer,13,Rajasthan,Jaisalmer
Rajasthan_Jalore,13,Rajasthan,Jalore
Rajasthan_Jhalawar,2,Rajasthan,Jhalawar
Rajasthan_Jhunjhunu,13,Rajasthan,Jhunjhunu
Rajasthan_Jodhpur,13,Rajasthan,Jodhpur
Rajasthan_Jodhpur Gramin,13,Rajasthan,Jodhpur Gramin
Rajasthan_Karauli,13,Rajasthan,Karauli
Rajasthan_Kekri,13,Rajasthan,Kekri
Rajasthan_Khairthal-Tijara,13,Rajasthan,Khairthal-Tijara
Rajasthan_Kota,2,Rajasthan,Kota
Rajasthan_Kotputli-Behror,13,Rajasthan,Kotputli-Behror
Rajasthan_Nagaur,13,Rajasthan,Nagaur
Rajasthan_Neem Ka Thana,13,Rajasthan,Neem Ka Thana
Rajasthan_Pali,13,Rajasthan,Pali
Rajasthan_Phalodi,13,Rajasthan,Phalodi
Rajasthan_Pratapgarh,2,Rajasthan,Pratapgarh
Rajasthan_Rajsamand,2,Rajasthan,Rajsamand
Rajasthan_Salumbar,2,Rajasthan,Salumbar
Rajasthan_Sawai Madhopur,13,Rajasthan,Sawai Madhopur
Rajasthan_Shahpura,13,Rajasthan,Shahpura
Rajasthan_Sikar,13,Rajasthan,Sikar
Rajasthan_Sirohi,2,Rajasthan,Sirohi
Rajasthan_Tonk,13,Rajasthan,Tonk
Rajasthan_Udaipur,2,Rajasthan,Udaipur
Sikkim_Gangtok,11,Sikkim,Gangtok
Sikkim_Gyalshing,11,Sikkim,Gyalshing
Sikkim_Mangan,4,Sikkim,Mangan
Sikkim_Namchi,4,Sikkim,Namchi
Sikkim_Pakyong,11,Sikkim,Pakyong
Sikkim_Soreng,11,Sikkim,Soreng
Tamil Nadu_Ariyalur,7,Tamil Nadu,Ariyalur
Tamil Nadu_Chengalpattu,7,Tamil Nadu,Chengalpattu
Tamil Nadu_Chennai,7,Tamil Nadu,Chennai
Tamil Nadu_Coimbatore,0,Tamil Nadu,Coimbatore
Tamil Nadu_Cuddalore,7,Tamil Nadu,Cuddalore
Tamil Nadu_Dharmapuri,0,Tamil Nadu,Dharmapuri
Tamil Nadu_Dindigul,7,Tamil Nadu,Dindigul
Tamil Nadu_Erode,0,Tamil Nadu,Erode
Tamil Nadu_Kallakurichi,7,Tamil Nadu,Kallakurichi
Tamil Nadu_Kanchipuram,7,Tamil Nadu,Kanchipuram
Tamil Nadu_Kanniyakumari,7,Tamil Nadu,Kanniyakumari
Tamil Nadu_Karur,7,Tamil Nadu,Karur
Tamil Nadu_Krishnagiri,0,Tamil Nadu,Krishnagiri
Tamil Nadu_Madurai,7,Tamil Nadu,Madurai
Tamil Nadu_Mayiladuthurai,7,Tamil Nadu,Mayiladuthurai
Tamil Nadu_Nagapattinam,7,Tamil Nadu,Nagapattinam
Tamil Nadu_Namakkal,0,Tamil Nadu,Namakkal
Tamil Nadu_Perambalur,7,Tamil Nadu,Perambalur
Tamil Nadu_Pudukkottai,7,Tamil Nadu,Pudukkottai
Tamil Nadu_Ramanathapuram,7,Tamil Nadu,Ramanathapuram
Tamil Nadu_Ranipet,7,Tamil Nadu,Ranipet
Tamil Nadu_Salem,0,Tamil Nadu,Salem
Tamil Nadu_Sivaganga,7,Tamil Nadu,Sivaganga
Tamil Nadu_Tenkasi,7,Tamil Nadu,Tenkasi
Tamil Nadu_Thanjavur,7,Tamil Nadu,Thanjavur
Tamil Nadu_The Nilgiris,6,Tamil Nadu,The Nilgiris
Tamil Nadu_Theni,7,Tamil Nadu,Theni
Tamil Nadu_Thiruvallur,7,Tamil Nadu,Thiruvallur
Tamil Nadu_Thiruvarur,7,Tamil Nadu,Thiruvarur
Tamil Nadu_Tiruchirappalli,7,Tamil Nadu,Tiruchirappalli
Tamil Nadu_Tirunelveli,7,Tamil Nadu,Tirunelveli
Tamil Nadu_Tirupathur,0,Tamil Nadu,Tirupathur
Tamil Nadu_Tiruppur,7,Tamil Nadu,Tiruppur
Tamil Nadu_Tiruvannamalai,7,Tamil Nadu,Tiruvannamalai
Tamil Nadu_Tuticorin,7,Tamil Nadu,Tuticorin
Tamil Nadu_Vellore,7,Tamil Nadu,Vellore
Tamil Nadu_Villupuram,7,Tamil Nadu,Villupuram
Tamil Nadu_Virudhunagar,7,Tamil Nadu,Virudhunagar
Telangana_Adilabad,2,Telangana,Adilabad
Telangana_Bhadradri Kothagudem,9,Telangana,Bhadradri Kothagudem
Telangana_Hanumakonda,2,Telangana,Hanumakonda
Telangana_Hyderabad,0,Telangana,Hyderabad
Telangana_Jagitial,2,Telangana,Jagitial
Telangana_Jangoan,2,Telangana,Jangoan
Telangana_Jayashankar Bhupalapally,9,Telangana,Jayashankar Bhupalapally
Telangana_Jogulamba Gadwal,0,Telangana,Jogulamba Gadwal
Telangana_Kamareddy,2,Telangana,Kamareddy
Telangana_Karimnagar,2,Telangana,Karimnagar
Telangana_Khammam,0,Telangana,Khammam
Telangana_Kumuram Bheem Asifabad,9,Telangana,Kumuram Bheem Asifabad
Telangana_Mahabubabad,9,Telangana,Mahabubabad
Telangana_Mahabubnagar,0,Telangana,Mahabubnagar
Telangana_Mancherial,9,Telangana,Mancherial
Telangana_Medak,0,Telangana,Medak
Telangana_Medchal Malkajgiri,0,Telangana,Medchal Malkajgiri
Telangana_Mulugu,9,Telangana,Mulugu
Telangana_Nagarkurnool,0,Telangana,Nagarkurnool
Telangana_Nalgonda,0,Telangana,Nalgonda
Telangana_Narayanpet,0,Telangana,Narayanpet
Telangana_Nirmal,2,Telangana,Nirmal
Telangana_Nizamabad,2,Telangana,Nizamabad
Telangana_Peddapalli,2,Telangana,Peddapalli
Telangana_Rajanna Sircilla,2,Telangana,Rajanna Sircilla
Telangana_Ranga Reddy,0,Telangana,Ranga Reddy
Telangana_Sangareddy,0,Telangana,Sangareddy
Telangana_Siddipet,0,Telangana,Siddipet
Telangana_Suryapet,0,Telangana,Suryapet
Telangana_Vikarabad,0,Telangana,Vikarabad
Telangana_Wanaparthy,0,Telangana,Wanaparthy
Telangana_Warangal,2,Telangana,Warangal
Telangana_Yadadri Bhuvanagiri,0,Telangana,Yadadri Bhuvanagiri
Tripura_Dhalai,6,Tripura,Dhalai
Tripura_Gomati,6,Tripura,Gomati
Tripura_Khowai,6,Tripura,Khowai
Tripura_North Tripura,6,Tripura,North Tripura
Tripura_Sepahijala,6,Tripura,Sepahijala
Tripura_South Tripura,6,Tripura,South Tripura
Tripura_Unakoti,6,Tripura,Unakoti
Tripura_West Tripura,6,Tripura,West Tripura
Uttar Pradesh_Agra,13,Uttar Pradesh,Agra
Uttar Pradesh_Aligarh,13,Uttar Pradesh,Aligarh
Uttar Pradesh_Ambedkar Nagar,5,Uttar Pradesh,Ambedkar Nagar
Uttar Pradesh_Amethi,5,Uttar Pradesh,Amethi
Uttar Pradesh_Amroha,13,Uttar Pradesh,Amroha
Uttar Pradesh_Auraiya,13,Uttar Pradesh,Auraiya
Uttar Pradesh_Ayodhya,5,Uttar Pradesh,Ayodhya
Uttar Pradesh_Azamgarh,5,Uttar Pradesh,Azamgarh
Uttar Pradesh_Baghpat,13,Uttar Pradesh,Baghpat
Uttar Pradesh_Bahraich,5,Uttar Pradesh,Bahraich
Uttar Pradesh_Ballia,5,Uttar Pradesh,Ballia
Uttar Pradesh_Balrampur,5,Uttar Pradesh,Balrampur
Uttar Pradesh_Banda,5,Uttar Pradesh,Banda
Uttar Pradesh_Barabanki,5,Uttar Pradesh,Barabanki
Uttar Pradesh_Bareilly,5,Uttar Pradesh,Bareilly
Uttar Pradesh_Basti,5,Uttar Pradesh,Basti
Uttar Pradesh_Bhadohi,5,Uttar Pradesh,Bhadohi
Uttar Pradesh_Bijnor,13,Uttar Pradesh,Bijnor
Uttar Pradesh_Budaun,13,Uttar Pradesh,Budaun
Uttar Pradesh_Bulandshahr,13,Uttar Pradesh,Bulandshahr
Uttar Pradesh_Chandauli,5,Uttar Pradesh,Chandauli
Uttar Pradesh_Chitrakoot,5,Uttar Pradesh,Chitrakoot
Uttar Pradesh_Deoria,5,Uttar Pradesh,Deoria
Uttar Pradesh_Etah,13,Uttar Pradesh,Etah
Uttar Pradesh_Etawah,13,Uttar Pradesh,Etawah
Uttar Pradesh_Farrukhabad,13,Uttar Pradesh,Farrukhabad
Uttar Pradesh_Fatehpur,5,Uttar Pradesh,Fatehpur
Uttar Pradesh_Firozabad,13,Uttar Pradesh,Firozabad
Uttar Pradesh_Gautam Buddha Nagar,13,Uttar Pradesh,Gautam Buddha Nagar
Uttar Pradesh_Ghaziabad,13,Uttar Pradesh,Ghaziabad
Uttar Pradesh_Ghazipur,5,Uttar Pradesh,Ghazipur
Uttar Pradesh_Gonda,5,Uttar Pradesh,Gonda
Uttar Pradesh_Gorakhpur,5,Uttar Pradesh,Gorakhpur
Uttar Pradesh_Hamirpur,13,Uttar Pradesh,Hamirpur
Uttar Pradesh_Hapur,13,Uttar Pradesh,Hapur
Uttar Pradesh_Hardoi,13,Uttar Pradesh,Hardoi
Uttar Pradesh_Hathras,13,Uttar Pradesh,Hathras
Uttar Pradesh_Jalaun,13,Uttar Pradesh,Jalaun
Uttar Pradesh_Jaunpur,5,Uttar Pradesh,Jaunpur
Uttar Pradesh_Jhansi,13,Uttar Pradesh,Jhansi
Uttar Pradesh_Kannauj,13,Uttar Pradesh,Kannauj
Uttar Pradesh_Kanpur Dehat,13,Uttar Pradesh,Kanpur Dehat
Uttar Pradesh_Kanpur Nagar,13,Uttar Pradesh,Kanpur Nagar
Uttar Pradesh_Kasganj,13,Uttar Pradesh,Kasganj
Uttar Pradesh_Kaushambi,5,Uttar Pradesh,Kaushambi
Uttar Pradesh_Kheri,5,Uttar Pradesh,Kheri
Uttar Pradesh_Kushi Nagar,5,Uttar Pradesh,Kushi Nagar
Uttar Pradesh_Lalitpur,2,Uttar Pradesh,Lalitpur
Uttar Pradesh_Lucknow,5,Uttar Pradesh,Lucknow
Uttar Pradesh_Maharajganj,5,Uttar Pradesh,Maharajganj
Uttar Pradesh_Mahoba,5,Uttar Pradesh,Mahoba
Uttar Pradesh_Mainpuri,13,Uttar Pradesh,Mainpuri
Uttar Pradesh_Mathura,13,Uttar Pradesh,Mathura
Uttar Pradesh_Mau,5,Uttar Pradesh,Mau
Uttar Pradesh_Meerut,13,Uttar Pradesh,Meerut
Uttar Pradesh_Mirzapur,5,Uttar Pradesh,Mirzapur
Uttar Pradesh_Moradabad,5,Uttar Pradesh,Moradabad
Uttar Pradesh_Muzaffarnagar,13,Uttar Pradesh,Muzaffarnagar
Uttar Pradesh_Pilibhit,5,Uttar Pradesh,Pilibhit
Uttar Pradesh_Pratapgarh,5,Uttar Pradesh,Pratapgarh
Uttar Pradesh_Prayagraj,5,Uttar Pradesh,Prayagraj
Uttar Pradesh_Rae Bareli,5,Uttar Pradesh,Rae Bareli
Uttar Pradesh_Rampur,5,Uttar Pradesh,Rampur
Uttar Pradesh_Saharanpur,13,Uttar Pradesh,Saharanpur
Uttar Pradesh_Sambhal,13,Uttar Pradesh,Sambhal
Uttar Pradesh_Sant Kabeer Nagar,5,Uttar Pradesh,Sant Kabeer Nagar
Uttar Pradesh_Shahjahanpur,5,Uttar Pradesh,Shahjahanpur
Uttar Pradesh_Shamli,13,Uttar Pradesh,Shamli
Uttar Pradesh_Shravasti,5,Uttar Pradesh,Shravasti
Uttar Pradesh_Siddharth Nagar,5,Uttar Pradesh,Siddharth Nagar
Uttar Pradesh_Sitapur,5,Uttar Pradesh,Sitapur
Uttar Pradesh_Sonbhadra,5,Uttar Pradesh,Sonbhadra
Uttar Pradesh_Sultanpur,5,Uttar Pradesh,Sultanpur
Uttar Pradesh_Unnao,13,Uttar Pradesh,Unnao
Uttar Pradesh_Varanasi,5,Uttar Pradesh,Varanasi
Uttarakhand_Almora,10,Uttarakhand,Almora
Uttarakhand_Bageshwar,1,Uttarakhand,Bageshwar
Uttarakhand_Chamoli,1,Uttarakhand,Chamoli
Uttarakhand_Champawat,8,Uttarakhand,Champawat
Uttarakhand_Dehradun,10,Uttarakhand,Dehradun
Uttarakhand_Haridwar,13,Uttarakhand,Haridwar
Uttarakhand_Nainital,6,Uttarakhand,Nainital
Uttarakhand_Pauri Garhwal,10,Uttarakhand,Pauri Garhwal
Uttarakhand_Pithoragarh,1,Uttarakhand,Pithoragarh
Uttarakhand_Rudra Prayag,1,Uttarakhand,Rudra Prayag
Uttarakhand_Tehri Garhwal,10,Uttarakhand,Tehri Garhwal
Uttarakhand_Udam Singh Nagar,5,Uttarakhand,Udam Singh Nagar
Uttarakhand_Uttar Kashi,1,Uttarakhand,Uttar Kashi
West Bengal_24 Paraganas North,9,West Bengal,24 Paraganas North
West Bengal_24 Paraganas South,9,West Bengal,24 Paraganas South
West Bengal_Alipurduar,3,West Bengal,Alipurduar
West Bengal_Bankura,5,West Bengal,Bankura
West Bengal_Birbhum,5,West Bengal,Birbhum
West Bengal_Coochbehar,3,West Bengal,Coochbehar
West Bengal_Darjeeling,8,West Bengal,Darjeeling
West Bengal_Dinajpur Dakshin,5,West Bengal,Dinajpur Dakshin
West Bengal_Dinajpur Uttar,3,West Bengal,Dinajpur Uttar
West Bengal_Hooghly,5,West Bengal,Hooghly
West Bengal_Howrah,9,West Bengal,Howrah
West Bengal_Jalpaiguri,3,West Bengal,Jalpaiguri
West Bengal_Jhargram,5,West Bengal,Jhargram
West Bengal_Kalimpong,8,West Bengal,Kalimpong
West Bengal_Kolkata,9,West Bengal,Kolkata
West Bengal_Maldah,5,West Bengal,Maldah
West Bengal_Medinipur East,9,West Bengal,Medinipur East
West Bengal_Medinipur West,5,West Bengal,Medinipur West
West Bengal_Murshidabad,5,West Bengal,Murshidabad
West Bengal_Nadia,5,West Bengal,Nadia
West Bengal_Paschim Bardhaman,5,West Bengal,Paschim Bardhaman
West Bengal_Purba Bardhaman,5,West Bengal,Purba Bardhaman
West Bengal_Purulia,5,West Bengal,Purulia
