feature,GMM_Cluster,State,District
Odisha_Bhadrak,3,Odisha,Bhadrak
Odisha_Boudh,13,Odisha,Boudh
Odisha_Cuttack,3,Odisha,Cuttack
Odisha_Deogarh,3,Odisha,Deogarh
Odisha_Dhenkanal,3,Odisha,Dhenkanal
Odisha_Gajapati,3,Odisha,Gajapati
Odisha_Ganjam,3,Odisha,Ganjam
Odisha_Jagatsinghapur,3,Odisha,Jagatsinghapur
Odisha_Jajapur,3,Odisha,Jajapur
Odisha_Jharsuguda,13,Odisha,Jharsuguda
Odisha_Kalahandi,13,Odisha,Kalahandi
Odisha_Kandhamal,13,Odisha,Kandhamal
Odisha_Kendrapara,3,Odisha,Kendrapara
Odisha_Kendujhar,3,Odisha,Kendujhar
Odisha_Khordha,3,Odisha,Khordha
Odisha_Koraput,13,Odisha,Koraput
Odisha_Malkangiri,13,Odisha,Malkangiri
Odisha_Mayurbhanj,3,Odisha,Mayurbhanj
Odisha_Nabarangpur,13,Odisha,Nabarangpur
Odisha_Nayagarh,3,Odisha,Nayagarh
Odisha_Nuapada,13,Odisha,Nuapada
Odisha_Puri,11,Odisha,Puri
Odisha_Rayagada,13,Odisha,Rayagada
Odisha_Sambalpur,13,Odisha,Sambalpur
Odisha_Sonepur,0,Odisha,Sonepur
Odisha_Sundargarh,13,Odisha,Sundargarh
Puducherry_Karaikal,11,Puducherry,Karaikal
Puducherry_Pondicherry,11,Puducherry,Pondicherry
Punjab_Amritsar,5,Punjab,Amritsar
Punjab_Barnala,5,Punjab,Barnala
Punjab_Bathinda,10,Punjab,Bathinda
Punjab_Faridkot,5,Punjab,Faridkot
Punjab_Fatehgarh Sahib,5,Punjab,Fatehgarh Sahib
Punjab_Fazilka,10,Punjab,Fazilka
Punjab_Ferozepur,5,Punjab,Ferozepur
Punjab_Gurdaspur,5,Punjab,Gurdaspur
Punjab_Hoshiarpur,5,Punjab,Hoshiarpur
Punjab_Jalandhar,5,Punjab,Jalandhar
Punjab_Kapurthala,5,Punjab,Kapurthala
Punjab_Ludhiana,5,Punjab,Ludhiana
Punjab_Malerkotla,5,Punjab,Malerkotla
Punjab_Mansa,10,Punjab,Mansa
Punjab_Moga,5,Punjab,Moga
Punjab_Pathankot,5,Punjab,Pathankot
Punjab_Patiala,5,Punjab,Patiala
Punjab_Rupnagar,5,Punjab,Rupnagar
Punjab_S.a.s Nagar,5,Punjab,S.a.s Nagar
Punjab_Sangrur,5,Punjab,Sangrur
Punjab_Shahid Bhagat Singh Nagar,5,Punjab,Shahid Bhagat Singh Nagar
Punjab_Sri Muktsar Sahib,10,Punjab,Sri Muktsar Sahib
Punjab_Tarn Taran,5,Punjab,Tarn Taran
Rajasthan_Ajmer,10,Rajasthan,Ajmer
Rajasthan_Alwar,10,Rajasthan,Alwar
Rajasthan_Anoopgarh,12,Rajasthan,Anoopgarh
Rajasthan_Balotra,12,Rajasthan,Balotra
Rajasthan_Banswara,0,Rajasthan,Banswara
Rajasthan_Baran,0,Rajasthan,Baran
Rajasthan_Barmer,12,Rajasthan,Barmer
Rajasthan_Beawar,10,Rajasthan,Beawar
Rajasthan_Bharatpur,10,Rajasthan,Bharatpur
Rajasthan_Bhilwara,10,Rajasthan,Bhilwara
Rajasthan_Bikaner,12,Rajasthan,Bikaner
Rajasthan_Bundi,10,Rajasthan,Bundi
Rajasthan_Chittorgarh,10,Rajasthan,Chittorgarh
Rajasthan_Churu,12,Rajasthan,Churu
Rajasthan_Dausa,10,Rajasthan,Dausa
Rajasthan_Deeg,5,Rajasthan,Deeg
Rajasthan_Dholpur,10,Rajasthan,Dholpur
Rajasthan_Didwana Kuchaman,12,Rajasthan,Didwana Kuchaman
Rajasthan_Dudu,10,Rajasthan,Dudu
Rajasthan_Dungarpur,0,Rajasthan,Dungarpur
Rajasthan_Ganganagar,12,Rajasthan,Ganganagar
Rajasthan_Gangapurcity,10,Rajasthan,Gangapurcity
Rajasthan_Hanumangarh,12,Rajasthan,Hanumangarh
Rajasthan_Jaipur,10,Rajasthan,Jaipur
Rajasthan_Jaipur Gramin,10,Rajasthan,Jaipur Gramin
Rajasthan_Jaisalmer,12,Rajasthan,Jaisalmer
Rajasthan_Jalore,10,Rajasthan,Jalore
Rajasthan_Jhalawar,0,Rajasthan,Jhalawar
Rajasthan_Jhunjhunu,12,Rajasthan,Jhunjhunu
Rajasthan_Jodhpur,12,Rajasthan,Jodhpur
Rajasthan_Jodhpur Gramin,12,Rajasthan,Jodhpur Gramin
Rajasthan_Karauli,10,Rajasthan,Karauli
Rajasthan_Kekri,10,Rajasthan,Kekri
Rajasthan_Khairthal-Tijara,10,Rajasthan,Khairthal-Tijara
Rajasthan_Kota,0,Rajasthan,Kota
Rajasthan_Kotputli-Behror,10,Rajasthan,Kotputli-Behror
Rajasthan_Nagaur,12,Rajasthan,Nagaur
Rajasthan_Neem Ka Thana,10,Rajasthan,Neem Ka Thana
Rajasthan_Pali,10,Rajasthan,Pali
Rajasthan_Phalodi,12,Rajasthan,Phalodi
Rajasthan_Pratapgarh,0,Rajasthan,Pratapgarh
Rajasthan_Rajsamand,10,Rajasthan,Rajsamand
Rajasthan_Salumbar,10,Rajasthan,Salumbar
Rajasthan_Sawai Madhopur,10,Rajasthan,Sawai Madhopur
Rajasthan_Shahpura,10,Rajasthan,Shahpura
Rajasthan_Sikar,12,Rajasthan,Sikar
Rajasthan_Sirohi,10,Rajasthan,Sirohi
Rajasthan_Tonk,10,Rajasthan,Tonk
Rajasthan_Udaipur,10,Rajasthan,Udaipur
Sikkim_Gangtok,6,Sikkim,Gangtok
Sikkim_Gyalshing,6,Sikkim,Gyalshing
Sikkim_Mangan,1,Sikkim,Mangan
Sikkim_Namchi,6,Sikkim,Namchi
Sikkim_Pakyong,6,Sikkim,Pakyong
Sikkim_Soreng,6,Sikkim,Soreng
Tamil Nadu_Ariyalur,2,Tamil Nadu,Ariyalur
Tamil Nadu_Chengalpattu,11,Tamil Nadu,Chengalpattu
Tamil Nadu_Chennai,11,Tamil Nadu,Chennai
Tamil Nadu_Coimbatore,7,Tamil Nadu,Coimbatore
Tamil Nadu_Cuddalore,2,Tamil Nadu,Cuddalore
Tamil Nadu_Dharmapuri,2,Tamil Nadu,Dharmapuri
Tamil Nadu_Dindigul,2,Tamil Nadu,Dindigul
Tamil Nadu_Erode,2,Tamil Nadu,Erode
Tamil Nadu_Kallakurichi,2,Tamil Nadu,Kallakurichi
Tamil Nadu_Kanchipuram,2,Tamil Nadu,Kanchipuram
Tamil Nadu_Kanniyakumari,2,Tamil Nadu,Kanniyakumari
Tamil Nadu_Karur,2,Tamil Nadu,Karur
Tamil Nadu_Krishnagiri,2,Tamil Nadu,Krishnagiri
Tamil Nadu_Madurai,2,Tamil Nadu,Madurai
Tamil Nadu_Mayiladuthurai,11,Tamil Nadu,Mayiladuthurai
Tamil Nadu_Nagapattinam,11,Tamil Nadu,Nagapattinam
Tamil Nadu_Namakkal,2,Tamil Nadu,Namakkal
Tamil Nadu_Perambalur,2,Tamil Nadu,Perambalur
Tamil Nadu_Pudukkottai,2,Tamil Nadu,Pudukkottai
Tamil Nadu_Ramanathapuram,11,Tamil Nadu,Ramanathapuram
Tamil Nadu_Ranipet,2,Tamil Nadu,Ranipet
Tamil Nadu_Salem,2,Tamil Nadu,Salem
Tamil Nadu_Sivaganga,2,Tamil Nadu,Sivaganga
Tamil Nadu_Tenkasi,2,Tamil Nadu,Tenkasi
Tamil Nadu_Thanjavur,2,Tamil Nadu,Thanjavur
Tamil Nadu_The Nilgiris,7,Tamil Nadu,The Nilgiris
Tamil Nadu_Theni,2,Tamil Nadu,Theni
Tamil Nadu_Thiruvallur,2,Tamil Nadu,Thiruvallur
Tamil Nadu_Thiruvarur,2,Tamil Nadu,Thiruvarur
Tamil Nadu_Tiruchirappalli,2,Tamil Nadu,Tiruchirappalli
Tamil Nadu_Tirunelveli,2,Tamil Nadu,Tirunelveli
Tamil Nadu_Tirupathur,2,Tamil Nadu,Tirupathur
Tamil Nadu_Tiruppur,2,Tamil Nadu,Tiruppur
Tamil Nadu_Tiruvannamalai,2,Tamil Nadu,Tiruvannamalai
Tamil Nadu_Tuticorin,2,Tamil Nadu,Tuticorin
Tamil Nadu_Vellore,2,Tamil Nadu,Vellore
Tamil Nadu_Villupuram,2,Tamil Nadu,Villupuram
Tamil Nadu_Virudhunagar,2,Tamil Nadu,Virudhunagar
Telangana_Adilabad,13,Telangana,Adilabad
Telangana_Bhadradri Kothagudem,3,Telangana,Bhadradri Kothagudem
Telangana_Hanumakonda,13,Telangana,Hanumakonda
Telangana_Hyderabad,13,Telangana,Hyderabad
Telangana_Jagitial,0,Telangana,Jagitial
Telangana_Jangoan,13,Telangana,Jangoan
Telangana_Jayashankar Bhupalapally,0,Telangana,Jayashankar Bhupalapally
Telangana_Jogulamba Gadwal,0,Telangana,Jogulamba Gadwal
Telangana_Kamareddy,0,Telangana,Kamareddy
Telangana_Karimnagar,13,Telangana,Karimnagar
Telangana_Khammam,3,Telangana,Khammam
Telangana_Kumuram Bheem Asifabad,13,Telangana,Kumuram Bheem Asifabad
Telangana_Mahabubabad,13,Telangana,Mahabubabad
Telangana_Mahabubnagar,13,Telangana,Mahabubnagar
Telangana_Mancherial,0,Telangana,Mancherial
Telangana_Medak,13,Telangana,Medak
Telangana_Medchal Malkajgiri,13,Telangana,Medchal Malkajgiri
Telangana_Mulugu,13,Telangana,Mulugu
Telangana_Nagarkurnool,13,Telangana,Nagarkurnool
Telangana_Nalgonda,13,Telangana,Nalgonda
Telangana_Narayanpet,0,Telangana,Narayanpet
Telangana_Nirmal,13,Telangana,Nirmal
Telangana_Nizamabad,0,Telangana,Nizamabad
Telangana_Peddapalli,0,Telangana,Peddapalli
Telangana_Rajanna Sircilla,13,Telangana,Rajanna Sircilla
Telangana_Ranga Reddy,13,Telangana,Ranga Reddy
Telangana_Sangareddy,0,Telangana,Sangareddy
Telangana_Siddipet,13,Telangana,Siddipet
Telangana_Suryapet,3,Telangana,Suryapet
Telangana_Vikarabad,0,Telangana,Vikarabad
Telangana_Wanaparthy,0,Telangana,Wanaparthy
Telangana_Warangal,13,Telangana,Warangal
Telangana_Yadadri Bhuvanagiri,13,Telangana,Yadadri Bhuvanagiri
Tripura_Dhalai,7,Tripura,Dhalai
Tripura_Gomati,7,Tripura,Gomati
Tripura_Khowai,7,Tripura,Khowai
Tripura_North Tripura,7,Tripura,North Tripura
Tripura_Sepahijala,7,Tripura,Sepahijala
Tripura_South Tripura,7,Tripura,South Tripura
Tripura_Unakoti,7,Tripura,Unakoti
Tripura_West Tripura,7,Tripura,West Tripura
Uttar Pradesh_Agra,5,Uttar Pradesh,Agra
Uttar Pradesh_Aligarh,5,Uttar Pradesh,Aligarh
Uttar Pradesh_Ambedkar Nagar,8,Uttar Pradesh,Ambedkar Nagar
Uttar Pradesh_Amethi,8,Uttar Pradesh,Amethi
Uttar Pradesh_Amroha,5,Uttar Pradesh,Amroha
Uttar Pradesh_Auraiya,5,Uttar Pradesh,Auraiya
Uttar Pradesh_Ayodhya,8,Uttar Pradesh,Ayodhya
Uttar Pradesh_Azamgarh,8,Uttar Pradesh,Azamgarh
Uttar Pradesh_Baghpat,5,Uttar Pradesh,Baghpat
Uttar Pradesh_Bahraich,8,Uttar Pradesh,Bahraich
Uttar Pradesh_Ballia,8,Uttar Pradesh,Ballia
Uttar Pradesh_Balrampur,8,Uttar Pradesh,Balrampur
Uttar Pradesh_Banda,8,Uttar Pradesh,Banda
Uttar Pradesh_Barabanki,8,Uttar Pradesh,Barabanki
Uttar Pradesh_Bareilly,5,Uttar Pradesh,Bareilly
Uttar Pradesh_Basti,8,Uttar Pradesh,Basti
Uttar Pradesh_Bhadohi,8,Uttar Pradesh,Bhadohi
Uttar Pradesh_Bijnor,5,Uttar Pradesh,Bijnor
Uttar Pradesh_Budaun,5,Uttar Pradesh,Budaun
Uttar Pradesh_Bulandshahr,5,Uttar Pradesh,Bulandshahr
Uttar Pradesh_Chandauli,8,Uttar Pradesh,Chandauli
Uttar Pradesh_Chitrakoot,8,Uttar Pradesh,Chitrakoot
Uttar Pradesh_Deoria,8,Uttar Pradesh,Deoria
Uttar Pradesh_Etah,5,Uttar Pradesh,Etah
Uttar Pradesh_Etawah,5,Uttar Pradesh,Etawah
Uttar Pradesh_Farrukhabad,5,Uttar Pradesh,Farrukhabad
Uttar Pradesh_Fatehpur,8,Uttar Pradesh,Fatehpur
Uttar Pradesh_Firozabad,5,Uttar Pradesh,Firozabad
Uttar Pradesh_Gautam Buddha Nagar,5,Uttar Pradesh,Gautam Buddha Nagar
Uttar Pradesh_Ghaziabad,5,Uttar Pradesh,Ghaziabad
Uttar Pradesh_Ghazipur,8,Uttar Pradesh,Ghazipur
Uttar Pradesh_Gonda,8,Uttar Pradesh,Gonda
Uttar Pradesh_Gorakhpur,8,Uttar Pradesh,Gorakhpur
Uttar Pradesh_Hamirpur,10,Uttar Pradesh,Hamirpur
Uttar Pradesh_Hapur,5,Uttar Pradesh,Hapur
Uttar Pradesh_Hardoi,5,Uttar Pradesh,Hardoi
Uttar Pradesh_Hathras,5,Uttar Pradesh,Hathras
Uttar Pradesh_Jalaun,10,Uttar Pradesh,Jalaun
Uttar Pradesh_Jaunpur,8,Uttar Pradesh,Jaunpur
Uttar Pradesh_Jhansi,10,Uttar Pradesh,Jhansi
Uttar Pradesh_Kannauj,5,Uttar Pradesh,Kannauj
Uttar Pradesh_Kanpur Dehat,8,Uttar Pradesh,Kanpur Dehat
Uttar Pradesh_Kanpur Nagar,8,Uttar Pradesh,Kanpur Nagar
Uttar Pradesh_Kasganj,5,Uttar Pradesh,Kasganj
Uttar Pradesh_Kaushambi,8,Uttar Pradesh,Kaushambi
Uttar Pradesh_Kheri,8,Uttar Pradesh,Kheri
Uttar Pradesh_Kushi Nagar,8,Uttar Pradesh,Kushi Nagar
Uttar Pradesh_Lalitpur,10,Uttar Pradesh,Lalitpur
Uttar Pradesh_Lucknow,8,Uttar Pradesh,Lucknow
Uttar Pradesh_Maharajganj,8,Uttar Pradesh,Maharajganj
Uttar Pradesh_Mahoba,10,Uttar Pradesh,Mahoba
Uttar Pradesh_Mainpuri,5,Uttar Pradesh,Mainpuri
Uttar Pradesh_Mathura,5,Uttar Pradesh,Mathura
Uttar Pradesh_Mau,8,Uttar Pradesh,Mau
Uttar Pradesh_Meerut,5,Uttar Pradesh,Meerut
Uttar Pradesh_Mirzapur,8,Uttar Pradesh,Mirzapur
Uttar Pradesh_Moradabad,5,Uttar Pradesh,Moradabad
Uttar Pradesh_Muzaffarnagar,5,Uttar Pradesh,Muzaffarnagar
Uttar Pradesh_Pilibhit,8,Uttar Pradesh,Pilibhit
Uttar Pradesh_Pratapgarh,8,Uttar Pradesh,Pratapgarh
Uttar Pradesh_Prayagraj,8,Uttar Pradesh,Prayagraj
Uttar Pradesh_Rae Bareli,8,Uttar Pradesh,Rae Bareli
Uttar Pradesh_Rampur,5,Uttar Pradesh,Rampur
Uttar Pradesh_Saharanpur,5,Uttar Pradesh,Saharanpur
Uttar Pradesh_Sambhal,5,Uttar Pradesh,Sambhal
Uttar Pradesh_Sant Kabeer Nagar,8,Uttar Pradesh,Sant Kabeer Nagar
Uttar Pradesh_Shahjahanpur,5,Uttar Pradesh,Shahjahanpur
Uttar Pradesh_Shamli,5,Uttar Pradesh,Shamli
Uttar Pradesh_Shravasti,8,Uttar Pradesh,Shravasti
Uttar Pradesh_Siddharth Nagar,8,Uttar Pradesh,Siddharth Nagar
Uttar Pradesh_Sitapur,8,Uttar Pradesh,Sitapur
Uttar Pradesh_Sonbhadra,8,Uttar Pradesh,Sonbhadra
Uttar Pradesh_Sultanpur,8,Uttar Pradesh,Sultanpur
Uttar Pradesh_Unnao,8,Uttar Pradesh,Unnao
Uttar Pradesh_Varanasi,8,Uttar Pradesh,Varanasi
Uttarakhand_Almora,14,Uttarakhand,Almora
Uttarakhand_Bageshwar,9,Uttarakhand,Bageshwar
Uttarakhand_Chamoli,1,Uttarakhand,Chamoli
Uttarakhand_Champawat,14,Uttarakhand,Champawat
Uttarakhand_Dehradun,14,Uttarakhand,Dehradun
Uttarakhand_Haridwar,5,Uttarakhand,Haridwar
Uttarakhand_Nainital,14,Uttarakhand,Nainital
Uttarakhand_Pauri Garhwal,14,Uttarakhand,Pauri Garhwal
Uttarakhand_Pithoragarh,1,Uttarakhand,Pithoragarh
Uttarakhand_Rudra Prayag,9,Uttarakhand,Rudra Prayag
Uttarakhand_Tehri Garhwal,14,Uttarakhand,Tehri Garhwal
Uttarakhand_Udam Singh Nagar,5,Uttarakhand,Udam Singh Nagar
Uttarakhand_Uttar Kashi,1,Uttarakhand,Uttar Kashi
West Bengal_24 Paraganas North,3,West Bengal,24 Paraganas North
West Bengal_24 Paraganas South,3,West Bengal,24 Paraganas South
West Bengal_Alipurduar,7,West Bengal,Alipurduar
West Bengal_Bankura,3,West Bengal,Bankura
West Bengal_Birbhum,3,West Bengal,Birbhum
West Bengal_Coochbehar,7,West Bengal,Coochbehar
West Bengal_Darjeeling,14,West Bengal,Darjeeling
West Bengal_Dinajpur Dakshin,3,West Bengal,Dinajpur Dakshin
West Bengal_Dinajpur Uttar,3,West Bengal,Dinajpur Uttar
West Bengal_Hooghly,3,West Bengal,Hooghly
West Bengal_Howrah,3,West Bengal,Howrah
West Bengal_Jalpaiguri,7,West Bengal,Jalpaiguri
West Bengal_Jhargram,3,West Bengal,Jhargram
West Bengal_Kalimpong,14,West Bengal,Kalimpong
West Bengal_Kolkata,3,West Bengal,Kolkata
West Bengal_Maldah,3,West Bengal,Maldah
West Bengal_Medinipur East,3,West Bengal,Medinipur East
West Bengal_Medinipur West,3,West Bengal,Medinipur West
West Bengal_Murshidabad,3,West Bengal,Murshidabad
West Bengal_Nadia,3,West Bengal,Nadia
West Bengal_Paschim Bardhaman,3,West Bengal,Paschim Bardhaman
West Bengal_Purba Bardhaman,3,West Bengal,Purba Bardhaman
West Bengal_Purulia,8,West Bengal,Purulia
