state,district,year,moong_winter_yield_tonne_per_hectare
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kiphire,2009 - 2010,
,Kohima,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Longleng,2009 - 2010,
,,2021 - 2022,
,,2022 - 2023,
,Mokokchung,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mon,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Noklak,2021 - 2022,
,,2022 - 2023,
,Nuiland,2022 - 2023,
,Peren,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Phek,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Shamator,2022 - 2023,
,Tseminyu,2022 - 2023,
,Tuensang,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2009 - 2010,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Wokha,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Zunheboto,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Odisha,Anugul,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.18
,,2005 - 2006,0.22
,,2006 - 2007,0.19
,,2007 - 2008,0.18
,,2008 - 2009,0.19
,,2009 - 2010,0.22
,,2010 - 2011,0.21
,,2011 - 2012,0.19
,,2012 - 2013,0.26
,,2013 - 2014,0.26
,,2014 - 2015,0.3
,,2015 - 2016,0.27
,,2016 - 2017,0.34
,,2017 - 2018,0.34
,,2018 - 2019,0.35
,,2019 - 2020,0.37
,,2020 - 2021,0.44
,,2021 - 2022,0.38
,,2022 - 2023,0.38
,Balangir,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.15
,,2005 - 2006,0.18
,,2006 - 2007,0.18
,,2007 - 2008,0.19
,,2008 - 2009,0.18
,,2009 - 2010,0.22
,,2010 - 2011,0.23
,,2011 - 2012,0.13
,,2012 - 2013,0.41
,,2013 - 2014,0.39
,,2014 - 2015,0.33
,,2015 - 2016,0.27
,,2016 - 2017,0.43
,,2017 - 2018,0.37
,,2018 - 2019,0.29
,,2019 - 2020,0.3
,,2020 - 2021,0.46
,,2021 - 2022,0.37
,,2022 - 2023,0.37
,Baleshwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,0.5
,,2006 - 2007,0.28
,,2007 - 2008,0.2
,,2008 - 2009,0.4
,,2009 - 2010,0.23
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,0.3
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,0.4
,,2017 - 2018,
,,2018 - 2019,0.2
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.22
,,2005 - 2006,0.23
,,2006 - 2007,0.32
,,2007 - 2008,0.32
,,2008 - 2009,0.31
,,2009 - 2010,0.25
,,2010 - 2011,0.3
,,2011 - 2012,0.31
,,2012 - 2013,0.38
,,2013 - 2014,0.28
,,2014 - 2015,0.29
,,2015 - 2016,0.27
,,2016 - 2017,0.37
,,2017 - 2018,0.33
,,2018 - 2019,0.32
,,2019 - 2020,
,,2020 - 2021,0.48
,,2021 - 2022,0.34
,,2022 - 2023,0.42
,Bhadrak,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,0.21
,,2007 - 2008,0.6
,,2008 - 2009,0.7
,,2009 - 2010,0.2
,,2010 - 2011,0.1
,,2011 - 2012,0.66
,,2012 - 2013,0.3
,,2013 - 2014,0.68
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,0.5
,Boudh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.18
,,2005 - 2006,0.15
,,2006 - 2007,0.21
,,2007 - 2008,0.19
,,2008 - 2009,0.18
,,2009 - 2010,0.2
,,2010 - 2011,0.16
,,2011 - 2012,0.16
,,2012 - 2013,0.25
,,2013 - 2014,0.22
,,2014 - 2015,0.19
,,2015 - 2016,0.19
,,2016 - 2017,0.28
,,2017 - 2018,0.24
,,2018 - 2019,0.23
,,2019 - 2020,0.22
,,2020 - 2021,0.24
,,2021 - 2022,0.22
,,2022 - 2023,0.24
,Cuttack,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.25
,,2005 - 2006,0.26
,,2006 - 2007,0.3
,,2007 - 2008,0.36
,,2008 - 2009,0.27
,,2009 - 2010,0.3
,,2010 - 2011,0.32
,,2011 - 2012,0.28
,,2012 - 2013,0.34
,,2013 - 2014,0.34
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,0.38
,,2017 - 2018,0.27
,,2018 - 2019,0.3
,,2019 - 2020,0.55
,,2020 - 2021,0.53
,,2021 - 2022,
,,2022 - 2023,
,Deogarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.22
,,2005 - 2006,0.33
,,2006 - 2007,0.31
,,2007 - 2008,0.24
,,2008 - 2009,0.28
,,2009 - 2010,0.32
,,2010 - 2011,0.28
,,2011 - 2012,0.23
,,2012 - 2013,0.33
,,2013 - 2014,0.29
,,2014 - 2015,0.26
,,2015 - 2016,0.25
,,2016 - 2017,0.38
,,2017 - 2018,0.43
,,2018 - 2019,0.28
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,0.29
,,2022 - 2023,0.3
,Dhenkanal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.25
,,2005 - 2006,0.27
,,2006 - 2007,0.22
,,2007 - 2008,0.27
,,2008 - 2009,0.31
,,2009 - 2010,0.35
,,2010 - 2011,0.32
,,2011 - 2012,0.28
,,2012 - 2013,0.39
,,2013 - 2014,0.37
,,2014 - 2015,0.36
,,2015 - 2016,0.36
,,2016 - 2017,0.49
,,2017 - 2018,0.41
,,2018 - 2019,0.49
,,2019 - 2020,0.43
,,2020 - 2021,0.46
,,2021 - 2022,0.44
,,2022 - 2023,0.44
,Gajapati,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.21
,,2005 - 2006,0.12
,,2006 - 2007,0.17
,,2007 - 2008,0.16
,,2008 - 2009,0.16
,,2009 - 2010,0.19
,,2010 - 2011,0.16
,,2011 - 2012,0.25
,,2012 - 2013,0.27
,,2013 - 2014,0.23
,,2014 - 2015,0.22
,,2015 - 2016,0.2
,,2016 - 2017,0.31
,,2017 - 2018,0.39
,,2018 - 2019,0.23
,,2019 - 2020,0.33
,,2020 - 2021,0.26
,,2021 - 2022,0.31
,,2022 - 2023,0.28
,Ganjam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.21
,,2005 - 2006,0.18
,,2006 - 2007,0.2
,,2007 - 2008,0.21
,,2008 - 2009,0.22
,,2009 - 2010,0.22
,,2010 - 2011,0.21
,,2011 - 2012,0.21
,,2012 - 2013,0.22
,,2013 - 2014,0.23
,,2014 - 2015,0.24
,,2015 - 2016,0.22
,,2016 - 2017,0.3
,,2017 - 2018,0.24
,,2018 - 2019,0.25
,,2019 - 2020,0.25
,,2020 - 2021,0.26
,,2021 - 2022,0.23
,,2022 - 2023,0.24
,Jagatsinghapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,0.2
,,2006 - 2007,0.07
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,0.77
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jajapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.04
,,2005 - 2006,0.43
,,2006 - 2007,0.31
,,2007 - 2008,0.53
,,2008 - 2009,0.09
,,2009 - 2010,0.23
,,2010 - 2011,0.14
,,2011 - 2012,0.17
,,2012 - 2013,0.44
,,2013 - 2014,0.11
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,0.46
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,0.19
,,2020 - 2021,
,,2021 - 2022,0.28
,,2022 - 2023,
,Jharsuguda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,0.35
,,2007 - 2008,
,,2008 - 2009,0.1
,,2009 - 2010,0.28
,,2010 - 2011,0.14
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,0.36
,,2016 - 2017,0.68
,,2017 - 2018,0.55
,,2018 - 2019,0.33
,,2019 - 2020,0.3
,,2020 - 2021,
,,2021 - 2022,0.5
,,2022 - 2023,0.37
,Kalahandi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.14
,,2005 - 2006,0.16
,,2006 - 2007,0.18
,,2007 - 2008,0.18
,,2008 - 2009,0.21
,,2009 - 2010,0.25
,,2010 - 2011,0.26
,,2011 - 2012,0.2
,,2012 - 2013,0.28
,,2013 - 2014,0.35
,,2014 - 2015,0.39
,,2015 - 2016,0.28
,,2016 - 2017,0.41
,,2017 - 2018,0.56
,,2018 - 2019,0.34
,,2019 - 2020,0.55
,,2020 - 2021,0.52
,,2021 - 2022,0.56
,,2022 - 2023,0.48
,Kandhamal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.09
,,2005 - 2006,0.17
,,2006 - 2007,0.17
,,2007 - 2008,0.16
,,2008 - 2009,0.15
,,2009 - 2010,0.23
,,2010 - 2011,0.13
,,2011 - 2012,0.2
,,2012 - 2013,0.19
,,2013 - 2014,0.18
,,2014 - 2015,0.18
,,2015 - 2016,0.1
,,2016 - 2017,0.19
,,2017 - 2018,0.23
,,2018 - 2019,0.27
,,2019 - 2020,0.46
,,2020 - 2021,0.41
,,2021 - 2022,0.39
,,2022 - 2023,0.4
,Kendrapara,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,0.23
,,2006 - 2007,0.42
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,0.6
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kendujhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.22
,,2005 - 2006,0.25
,,2006 - 2007,0.33
,,2007 - 2008,0.22
,,2008 - 2009,0.22
,,2009 - 2010,0.27
,,2010 - 2011,0.25
,,2011 - 2012,0.25
,,2012 - 2013,0.3
,,2013 - 2014,0.24
,,2014 - 2015,0.31
,,2015 - 2016,0.33
,,2016 - 2017,0.41
,,2017 - 2018,0.5
,,2018 - 2019,0.29
,,2019 - 2020,0.32
,,2020 - 2021,0.29
,,2021 - 2022,0.33
,,2022 - 2023,0.53
,Khordha,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.16
,,2005 - 2006,0.14
,,2006 - 2007,0.16
,,2007 - 2008,0.15
,,2008 - 2009,0.14
,,2009 - 2010,0.17
,,2010 - 2011,0.21
,,2011 - 2012,0.22
,,2012 - 2013,0.29
,,2013 - 2014,0.24
,,2014 - 2015,0.38
,,2015 - 2016,0.26
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,0.26
,,2019 - 2020,0.4
,,2020 - 2021,0.2
,,2021 - 2022,0.23
,,2022 - 2023,0.73
,Koraput,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.5
,,2005 - 2006,0.25
,,2006 - 2007,0.17
,,2007 - 2008,0.22
,,2008 - 2009,0.4
,,2009 - 2010,0.38
,,2010 - 2011,0.47
,,2011 - 2012,0.34
,,2012 - 2013,0.47
,,2013 - 2014,0.46
,,2014 - 2015,0.4
,,2015 - 2016,
,,2016 - 2017,0.55
,,2017 - 2018,0.35
,,2018 - 2019,0.31
,,2019 - 2020,0.35
,,2020 - 2021,0.28
,,2021 - 2022,0.34
,,2022 - 2023,0.29
,Malkangiri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.14
,,2005 - 2006,0.19
,,2006 - 2007,0.2
,,2007 - 2008,0.17
,,2008 - 2009,0.14
,,2009 - 2010,0.23
,,2010 - 2011,0.23
,,2011 - 2012,0.12
,,2012 - 2013,0.22
,,2013 - 2014,0.26
,,2014 - 2015,0.24
,,2015 - 2016,0.23
,,2016 - 2017,0.32
,,2017 - 2018,0.26
,,2018 - 2019,0.24
,,2019 - 2020,0.36
,,2020 - 2021,0.32
,,2021 - 2022,0.33
,,2022 - 2023,0.45
,Mayurbhanj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.24
,,2005 - 2006,0.25
,,2006 - 2007,0.31
,,2007 - 2008,0.31
,,2008 - 2009,0.27
,,2009 - 2010,0.37
,,2010 - 2011,0.27
,,2011 - 2012,0.4
,,2012 - 2013,0.49
,,2013 - 2014,0.24
,,2014 - 2015,0.54
,,2015 - 2016,0.31
,,2016 - 2017,0.55
,,2017 - 2018,0.49
,,2018 - 2019,0.4
,,2019 - 2020,0.66
,,2020 - 2021,0.62
,,2021 - 2022,0.39
,,2022 - 2023,0.55
,Nabarangpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,0.36
,,2008 - 2009,0.53
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,0.61
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nayagarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.21
,,2005 - 2006,0.19
,,2006 - 2007,0.22
,,2007 - 2008,0.22
,,2008 - 2009,0.23
,,2009 - 2010,0.23
,,2010 - 2011,0.23
,,2011 - 2012,0.18
,,2012 - 2013,0.31
,,2013 - 2014,0.29
,,2014 - 2015,0.38
,,2015 - 2016,0.2
,,2016 - 2017,0.32
,,2017 - 2018,0.41
,,2018 - 2019,0.3
,,2019 - 2020,0.35
,,2020 - 2021,0.37
,,2021 - 2022,0.24
,,2022 - 2023,0.34
,Nuapada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.08
,,2005 - 2006,0.16
,,2006 - 2007,0.1
,,2007 - 2008,0.27
,,2008 - 2009,0.31
,,2009 - 2010,0.17
,,2010 - 2011,0.28
,,2011 - 2012,0.23
,,2012 - 2013,0.27
,,2013 - 2014,0.44
,,2014 - 2015,0.34
,,2015 - 2016,0.26
,,2016 - 2017,0.39
,,2017 - 2018,0.35
,,2018 - 2019,0.32
,,2019 - 2020,0.18
,,2020 - 2021,
,,2021 - 2022,0.27
,,2022 - 2023,0.25
,Puri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.18
,,2005 - 2006,0.32
,,2006 - 2007,0.27
,,2007 - 2008,0.18
,,2008 - 2009,0.33
,,2009 - 2010,0.31
,,2010 - 2011,0.6
,,2011 - 2012,0.54
,,2012 - 2013,
,,2013 - 2014,0.38
,,2014 - 2015,
,,2015 - 2016,0.15
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rayagada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.16
,,2005 - 2006,0.2
,,2006 - 2007,0.2
,,2007 - 2008,0.18
,,2008 - 2009,0.15
,,2009 - 2010,0.26
,,2010 - 2011,0.23
,,2011 - 2012,0.21
,,2012 - 2013,0.27
,,2013 - 2014,0.28
,,2014 - 2015,0.35
,,2015 - 2016,0.17
,,2016 - 2017,0.38
,,2017 - 2018,0.57
,,2018 - 2019,0.41
,,2019 - 2020,0.43
,,2020 - 2021,0.41
,,2021 - 2022,0.45
,,2022 - 2023,0.36
,Sambalpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.23
,,2005 - 2006,0.32
,,2006 - 2007,0.27
,,2007 - 2008,0.25
,,2008 - 2009,0.35
,,2009 - 2010,0.39
,,2010 - 2011,0.22
,,2011 - 2012,0.33
,,2012 - 2013,0.4
,,2013 - 2014,0.4
,,2014 - 2015,0.38
,,2015 - 2016,0.21
,,2016 - 2017,0.55
,,2017 - 2018,0.54
,,2018 - 2019,0.69
,,2019 - 2020,0.54
,,2020 - 2021,0.63
,,2021 - 2022,0.73
,,2022 - 2023,0.68
,Sonepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.22
,,2005 - 2006,0.25
,,2006 - 2007,0.34
,,2007 - 2008,0.3
,,2008 - 2009,0.31
,,2009 - 2010,0.32
,,2010 - 2011,0.28
,,2011 - 2012,0.28
,,2012 - 2013,0.31
,,2013 - 2014,0.35
,,2014 - 2015,0.35
,,2015 - 2016,0.31
,,2016 - 2017,0.48
,,2017 - 2018,0.37
,,2018 - 2019,0.54
,,2019 - 2020,0.37
,,2020 - 2021,0.24
,,2021 - 2022,0.28
,,2022 - 2023,0.31
,Sundargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.24
,,2005 - 2006,0.31
,,2006 - 2007,0.26
,,2007 - 2008,0.24
,,2008 - 2009,0.3
,,2009 - 2010,0.33
,,2010 - 2011,0.22
,,2011 - 2012,0.22
,,2012 - 2013,0.36
,,2013 - 2014,0.43
,,2014 - 2015,0.35
,,2015 - 2016,0.29
,,2016 - 2017,0.42
,,2017 - 2018,0.83
,,2018 - 2019,
,,2019 - 2020,0.6
,,2020 - 2021,0.33
,,2021 - 2022,0.47
,,2022 - 2023,0.43
Puducherry,Karaikal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mahe,2000 - 2001,
,Pondicherry,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Yanam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
Punjab,Amritsar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2008 - 2009,
,,2010 - 2011,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Barnala,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Bathinda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Faridkot,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Fatehgarh sahib,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Fazilka,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Firozepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Gurdaspur,2011 - 2012,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Hoshiarpur,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Jalandhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2012 - 2013,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Kapurthala,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,Ludhiana,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mansa,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2022 - 2023,
,Moga,2000 - 2001,
