state,district,location,crops_evaluated,crops_high,mean_ensemble_proba,crops_high_list,pct_crops_high
Rajasthan,Dudu,Rajasthan_Dudu,43,8,0.32592093023255814,"barley, coriander, cotton, linseed, masoor, other_rabi_pulses, rapeseed_and_mustard, sugarcane",18.6
Rajasthan,Kekri,Rajasthan_Kekri,43,8,0.2928906976744186,"barley, coriander, cotton, masoor, other_rabi_pulses, rapeseed_and_mustard, sugarcane, wheat",18.6
Punjab,Bathinda,Punjab_Bathinda,29,7,0.5464586206896552,"coriander, dry_chillies, garlic, onion, other_rabi_pulses, potato, sunflower",24.1
Punjab,Moga,Punjab_Moga,30,7,0.5432566666666666,"coriander, garlic, onion, other_rabi_pulses, potato, sunflower, turmeric",23.3
Punjab,Tarn Taran,Punjab_Tarn Taran,29,7,0.5308206896551725,"barley, coriander, garlic, onion, other_rabi_pulses, potato, turmeric",24.1
Punjab,Barnala,Punjab_Barnala,33,7,0.5251393939393939,"coriander, garlic, onion, other_rabi_pulses, potato, sunflower, turmeric",21.2
Manipur,Kangpokpi,Manipur_Kangpokpi,43,7,0.4084790697674418,"ginger, moong, other_cereals, other_kharif_pulses, other_rabi_pulses, turmeric, urad",16.3
Rajasthan,Didwana Kuchaman,Rajasthan_Didwana Kuchaman,43,7,0.3743906976744186,"barley, coriander, cotton, groundnut, masoor, rapeseed_and_mustard, sugarcane",16.3
Punjab,Ludhiana,Punjab_Ludhiana,27,6,0.5643518518518519,"coriander, garlic, linseed, onion, potato, turmeric",22.2
Punjab,Patiala,Punjab_Patiala,28,6,0.5465428571428571,"coriander, garlic, onion, potato, sweet_potato, turmeric",21.4
Punjab,S.a.s Nagar,Punjab_S.a.s Nagar,28,6,0.5391357142857143,"coriander, garlic, linseed, onion, other_rabi_pulses, potato",21.4
Punjab,Fatehgarh Sahib,Punjab_Fatehgarh Sahib,30,6,0.5261733333333333,"garlic, linseed, onion, potato, sweet_potato, turmeric",20.0
Punjab,Faridkot,Punjab_Faridkot,30,6,0.5214933333333334,"coriander, garlic, onion, other_rabi_pulses, potato, sunflower",20.0
Manipur,Kamjong,Manipur_Kamjong,43,6,0.3914581395348837,"arhar_tur, ginger, moong, other_kharif_pulses, other_rabi_pulses, turmeric",14.0
Arunachal Pradesh,Longding,Arunachal Pradesh_Longding,29,6,0.3125034482758621,"cowpea_lobia, horse_gram, linseed, other_cereals, sesamum, turmeric",20.7
Rajasthan,Shahpura,Rajasthan_Shahpura,43,6,0.2971674418604651,"barley, coriander, cotton, rapeseed_and_mustard, sugarcane, wheat",14.0
Rajasthan,Beawar,Rajasthan_Beawar,43,6,0.2769348837209302,"barley, coriander, cotton, other_rabi_pulses, rapeseed_and_mustard, sugarcane",14.0
Punjab,Ferozepur,Punjab_Ferozepur,26,5,0.5430538461538462,"coriander, garlic, onion, potato, sunflower",19.2
Punjab,Sangrur,Punjab_Sangrur,27,5,0.5275333333333333,"coriander, garlic, onion, potato, turmeric",18.5
Haryana,Palwal,Haryana_Palwal,22,5,0.4742863636363637,"banana, gram, other_rabi_pulses, sunflower, sweet_potato",22.7
Manipur,Tengnoupal,Manipur_Tengnoupal,43,5,0.35930232558139535,"ginger, moong, other_kharif_pulses, other_rabi_pulses, turmeric",11.6
Punjab,Shahid Bhagat Singh Nagar,Punjab_Shahid Bhagat Singh Nagar,28,4,0.5548464285714286,"barley, garlic, other_rabi_pulses, potato",14.3
Punjab,Amritsar,Punjab_Amritsar,27,4,0.5230518518518519,"barley, garlic, linseed, potato",14.8
Punjab,Kapurthala,Punjab_Kapurthala,29,4,0.5155896551724137,"barley, garlic, linseed, potato",13.8
Haryana,Mahendragarh,Haryana_Mahendragarh,22,4,0.4855909090909091,"linseed, other_rabi_pulses, rice, sugarcane",18.2
Andhra Pradesh,Ntr,Andhra Pradesh_Ntr,26,4,0.43282307692307687,"mesta, onion, potato, turmeric",15.4
Bihar,Lakhisarai,Bihar_Lakhisarai,17,4,0.40185882352941177,"other_rabi_pulses, safflower, sunflower, sweet_potato",23.5
Meghalaya,Eastern West Khasi Hills,Meghalaya_Eastern West Khasi Hills,43,4,0.3816418604651162,"ginger, other_rabi_pulses, small_millets, turmeric",9.3
Manipur,Noney,Manipur_Noney,43,4,0.37843953488372095,"ginger, moong, other_kharif_pulses, other_rabi_pulses",9.3
Manipur,Pherzawl,Manipur_Pherzawl,43,4,0.3755651162790698,"ginger, moong, other_kharif_pulses, other_rabi_pulses",9.3
Bihar,Sheikhpura,Bihar_Sheikhpura,16,4,0.36275,"mesta, other_rabi_pulses, safflower, sweet_potato",25.0
Arunachal Pradesh,Tirap,Arunachal Pradesh_Tirap,25,4,0.32206,"horse_gram, linseed, other_cereals, sesamum",16.0
Madhya Pradesh,Bhind,Madhya Pradesh_Bhind,7,3,0.6072142857142857,"banana, ragi, sunflower",42.9
Andhra Pradesh,Bapatla,Andhra Pradesh_Bapatla,18,3,0.5409166666666666,"onion, other_oilseeds, turmeric",16.7
Haryana,Faridabad,Haryana_Faridabad,18,3,0.5406444444444445,"banana, other_rabi_pulses, sunflower",16.7
Haryana,Rohtak,Haryana_Rohtak,21,3,0.5179571428571429,"other_rabi_pulses, sunflower, turmeric",14.3
Punjab,Sri Muktsar Sahib,Punjab_Sri Muktsar Sahib,27,3,0.5158481481481482,"coriander, garlic, onion",11.1
Tamil Nadu,Kanniyakumari,Tamil Nadu_Kanniyakumari,22,3,0.5094545454545455,"other_cereals, potato, sunflower",13.6
Tamil Nadu,Ariyalur,Tamil Nadu_Ariyalur,16,3,0.4965625,"ginger, other_cereals, potato",18.8
Haryana,Rewari,Haryana_Rewari,19,3,0.4899947368421052,"linseed, other_rabi_pulses, sunflower",15.8
Tamil Nadu,Kallakurichi,Tamil Nadu_Kallakurichi,18,3,0.48863333333333336,"ginger, potato, sunflower",16.7
Haryana,Nuh,Haryana_Nuh,18,3,0.4845555555555555,"banana, other_rabi_pulses, sunflower",16.7
Haryana,Gurugram,Haryana_Gurugram,18,3,0.48165555555555556,"banana, other_rabi_pulses, sunflower",16.7
Punjab,Gurdaspur,Punjab_Gurdaspur,28,3,0.47234642857142856,"barley, potato, sunflower",10.7
Haryana,Karnal,Haryana_Karnal,17,3,0.4623058823529411,"banana, other_rabi_pulses, sunflower",17.6
Uttar Pradesh,Kushi Nagar,Uttar Pradesh_Kushi Nagar,10,3,0.44931,"horse_gram, mesta, safflower",30.0
Andhra Pradesh,Annamayya,Andhra Pradesh_Annamayya,16,3,0.44170625,"masoor, mesta, turmeric",18.8
Uttar Pradesh,Amethi,Uttar Pradesh_Amethi,16,3,0.43328125,"mesta, other_rabi_pulses, safflower",18.8
Uttar Pradesh,Ambedkar Nagar,Uttar Pradesh_Ambedkar Nagar,12,3,0.42895,"horse_gram, ragi, safflower",25.0
Telangana,Suryapet,Telangana_Suryapet,16,3,0.42733750000000004,"mesta, niger_seed, soyabean",18.8
Uttar Pradesh,Maharajganj,Uttar Pradesh_Maharajganj,9,3,0.42436666666666667,"horse_gram, mesta, safflower",33.3
Andhra Pradesh,Nandyal,Andhra Pradesh_Nandyal,17,3,0.4227176470588235,"ginger, peas_and_beans, turmeric",17.6
Telangana,Mancherial,Telangana_Mancherial,18,3,0.40932777777777773,"banana, mesta, tobacco",16.7
Meghalaya,Ri Bhoi,Meghalaya_Ri Bhoi,23,3,0.40095217391304344,"horse_gram, other_cereals, other_kharif_pulses",13.0
Telangana,Narayanpet,Telangana_Narayanpet,17,3,0.3887529411764706,"ginger, peas_and_beans, turmeric",17.6
Bihar,Kaimur (Bhabua),Bihar_Kaimur (Bhabua),14,3,0.38127857142857147,"mesta, safflower, sweet_potato",21.4
Manipur,Senapati,Manipur_Senapati,18,3,0.37951666666666667,"horse_gram, linseed, other_cereals",16.7
Telangana,Wanaparthy,Telangana_Wanaparthy,18,3,0.37891111111111114,"ginger, peas_and_beans, turmeric",16.7
Uttar Pradesh,Hapur,Uttar Pradesh_Hapur,20,3,0.378465,"banana, other_rabi_pulses, sunflower",15.0
Nagaland,Noklak,Nagaland_Noklak,20,3,0.37606,"horse_gram, other_cereals, sesamum",15.0
Uttar Pradesh,Siddharth Nagar,Uttar Pradesh_Siddharth Nagar,11,3,0.3600181818181818,"horse_gram, mesta, safflower",27.3
Nagaland,Tseminyu,Nagaland_Tseminyu,18,3,0.3418388888888889,"horse_gram, other_cereals, turmeric",16.7
Telangana,Jayashankar Bhupalapally,Telangana_Jayashankar Bhupalapally,17,3,0.3345529411764706,"ginger, mesta, safflower",17.6
Bihar,Sheohar,Bihar_Sheohar,13,3,0.3287538461538461,"horse_gram, safflower, urad",23.1
Uttar Pradesh,Basti,Uttar Pradesh_Basti,14,3,0.28982142857142856,"horse_gram, mesta, safflower",21.4
Assam,Tamulpur,Assam_Tamulpur,43,3,0.28186279069767445,"mesta, niger_seed, sesamum",7.0
Tamil Nadu,Perambalur,Tamil Nadu_Perambalur,13,2,0.5368461538461539,"ginger, potato",15.4
Uttar Pradesh,Azamgarh,Uttar Pradesh_Azamgarh,8,2,0.5271125,"horse_gram, safflower",25.0
Tamil Nadu,Tiruchirappalli,Tamil Nadu_Tiruchirappalli,11,2,0.5166818181818181,"ginger, potato",18.2
Andhra Pradesh,Palnadu,Andhra Pradesh_Palnadu,19,2,0.5058789473684211,"onion, turmeric",10.5
Haryana,Ambala,Haryana_Ambala,17,2,0.4990588235294118,"other_rabi_pulses, sweet_potato",11.8
Haryana,Yamunanagar,Haryana_Yamunanagar,15,2,0.49068666666666666,"other_rabi_pulses, sweet_potato",13.3
Haryana,Jhajjar,Haryana_Jhajjar,20,2,0.49053,"other_rabi_pulses, sunflower",10.0
Punjab,Jalandhar,Punjab_Jalandhar,25,2,0.48782000000000003,"garlic, potato",8.0
Uttarakhand,Haridwar,Uttarakhand_Haridwar,14,2,0.48436428571428575,"banana, garlic",14.3
Haryana,Charki Dadri,Haryana_Charki Dadri,22,2,0.48134090909090904,"linseed, other_rabi_pulses",9.1
Uttar Pradesh,Chandauli,Uttar Pradesh_Chandauli,12,2,0.4774666666666667,"horse_gram, safflower",16.7
Haryana,Hisar,Haryana_Hisar,15,2,0.47642666666666666,"linseed, other_rabi_pulses",13.3
Haryana,Jind,Haryana_Jind,20,2,0.47374499999999997,"other_rabi_pulses, sunflower",10.0
Uttar Pradesh,Barabanki,Uttar Pradesh_Barabanki,9,2,0.47107777777777776,"horse_gram, safflower",22.2
Odisha,Jagatsinghapur,Odisha_Jagatsinghapur,14,2,0.47088571428571424,"cotton, other_oilseeds",14.3
Uttar Pradesh,Amroha,Uttar Pradesh_Amroha,13,2,0.46736923076923076,"small_millets, sunflower",15.4
Uttar Pradesh,Jaunpur,Uttar Pradesh_Jaunpur,9,2,0.45597777777777776,"horse_gram, safflower",22.2
Uttar Pradesh,Gonda,Uttar Pradesh_Gonda,9,2,0.44693333333333335,"horse_gram, safflower",22.2
Haryana,Panipat,Haryana_Panipat,18,2,0.44507222222222226,"banana, other_rabi_pulses",11.1
Uttar Pradesh,Ghazipur,Uttar Pradesh_Ghazipur,10,2,0.43628999999999996,"horse_gram, safflower",20.0
Haryana,Sonipat,Haryana_Sonipat,18,2,0.42826111111111115,"banana, other_rabi_pulses",11.1
Uttar Pradesh,Mau,Uttar Pradesh_Mau,10,2,0.42042,"horse_gram, safflower",20.0
Andhra Pradesh,Eluru,Andhra Pradesh_Eluru,23,2,0.4027913043478261,"gram, mesta",8.7
Tamil Nadu,Tenkasi,Tamil Nadu_Tenkasi,17,2,0.40255294117647056,"masoor, potato",11.8
Assam,West Karbi Anglong,Assam_West Karbi Anglong,16,2,0.3999125,"horse_gram, other_cereals",12.5
Telangana,Jogulamba Gadwal,Telangana_Jogulamba Gadwal,17,2,0.39718235294117643,"peas_and_beans, turmeric",11.8
Meghalaya,West Khasi Hills,Meghalaya_West Khasi Hills,22,2,0.39123636363636366,"niger_seed, other_cereals",9.1
Manipur,Ukhrul,Manipur_Ukhrul,19,2,0.38514210526315784,"horse_gram, small_millets",10.5
West Bengal,Howrah,West Bengal_Howrah,22,2,0.38155,"arhar_tur, sannhamp",9.1
Uttar Pradesh,Ballia,Uttar Pradesh_Ballia,12,2,0.3811333333333333,"horse_gram, safflower",16.7
Uttar Pradesh,Shamli,Uttar Pradesh_Shamli,18,2,0.37819444444444444,"bajra, other_rabi_pulses",11.1
Jharkhand,Dhanbad,Jharkhand_Dhanbad,22,2,0.3774136363636364,"mesta, sugarcane",9.1
Uttar Pradesh,Sultanpur,Uttar Pradesh_Sultanpur,11,2,0.3753,"horse_gram, safflower",18.2
Meghalaya,West Jaintia Hills,Meghalaya_West Jaintia Hills,26,2,0.37204230769230767,"other_cereals, other_rabi_pulses",7.7
Jharkhand,Jamtara,Jharkhand_Jamtara,21,2,0.3716238095238095,"mesta, sugarcane",9.5
Nagaland,Chumoukedima,Nagaland_Chumoukedima,14,2,0.35114285714285715,"niger_seed, other_cereals",14.3
Assam,Dima Hasao,Assam_Dima Hasao,16,2,0.3452125,"other_cereals, other_kharif_pulses",12.5
Nagaland,Shamator,Nagaland_Shamator,19,2,0.3424842105263158,"horse_gram, other_cereals",10.5
Assam,Charaideo,Assam_Charaideo,23,2,0.3367478260869565,"niger_seed, other_cereals",8.7
Karnataka,Vijayanagar,Karnataka_Vijayanagar,11,2,0.3363,"peas_and_beans, sweet_potato",18.2
Telangana,Nagarkurnool,Telangana_Nagarkurnool,16,2,0.33504375,"ginger, peas_and_beans",12.5
Manipur,Tamenglong,Manipur_Tamenglong,19,2,0.3336578947368421,"horse_gram, other_cereals",10.5
Nagaland,Longleng,Nagaland_Longleng,12,2,0.32903333333333334,"cowpea_lobia, niger_seed",16.7
Bihar,Purbi Champaran,Bihar_Purbi Champaran,9,2,0.3274222222222222,"horse_gram, safflower",22.2
Uttar Pradesh,Ayodhya,Uttar Pradesh_Ayodhya,13,2,0.3267538461538461,"horse_gram, safflower",15.4
Arunachal Pradesh,Namsai,Arunachal Pradesh_Namsai,22,2,0.31515,"niger_seed, other_cereals",9.1
Jharkhand,Deoghar,Jharkhand_Deoghar,17,2,0.3059529411764706,"mesta, sweet_potato",11.8
Maharashtra,Sangli,Maharashtra_Sangli,14,2,0.3054928571428571,"ginger, peas_and_beans",14.3
Arunachal Pradesh,Changlang,Arunachal Pradesh_Changlang,23,2,0.29976956521739134,"linseed, other_cereals",8.7
Jharkhand,East Singhbum,Jharkhand_East Singhbum,16,2,0.29166875,"mesta, sannhamp",12.5
Jharkhand,Saraikela Kharsawan,Jharkhand_Saraikela Kharsawan,16,2,0.2894875,"mesta, sannhamp",12.5
Jharkhand,Sahebganj,Jharkhand_Sahebganj,20,2,0.28437999999999997,"mesta, sweet_potato",10.0
Assam,Bajali,Assam_Bajali,43,2,0.2681255813953488,"mesta, niger_seed",4.7
Rajasthan,Salumbar,Rajasthan_Salumbar,43,2,0.26217209302325584,"barley, rapeseed_and_mustard",4.7
Jharkhand,Godda,Jharkhand_Godda,15,2,0.24991333333333332,"mesta, sweet_potato",13.3
West Bengal,Paschim Bardhaman,West Bengal_Paschim Bardhaman,25,2,0.246408,"garlic, sannhamp",8.0
West Bengal,Dinajpur Uttar,West Bengal_Dinajpur Uttar,14,2,0.24352142857142858,"other_rabi_pulses, sweet_potato",14.3
Andhra Pradesh,Y.s.r.,Andhra Pradesh_Y.s.r.,5,1,0.60292,masoor,20.0
Karnataka,Bagalkote,Karnataka_Bagalkote,4,1,0.5536000000000001,peas_and_beans,25.0
Tamil Nadu,Villupuram,Tamil Nadu_Villupuram,10,1,0.5310900000000001,potato,10.0
Karnataka,Yadgir,Karnataka_Yadgir,5,1,0.5304,peas_and_beans,20.0
Uttar Pradesh,Bhadohi,Uttar Pradesh_Bhadohi,11,1,0.5228909090909091,banana,9.1
Andhra Pradesh,Chittoor,Andhra Pradesh_Chittoor,8,1,0.520275,other_cereals,12.5
Odisha,Khordha,Odisha_Khordha,12,1,0.517875,niger_seed,8.3
Tamil Nadu,Salem,Tamil Nadu_Salem,8,1,0.5156125,mesta,12.5
Andhra Pradesh,Spsr Nellore,Andhra Pradesh_Spsr Nellore,9,1,0.5127666666666666,masoor,11.1
Haryana,Bhiwani,Haryana_Bhiwani,17,1,0.4978647058823529,linseed,5.9
Uttar Pradesh,Kanpur Nagar,Uttar Pradesh_Kanpur Nagar,9,1,0.49648888888888887,banana,11.1
Punjab,Rupnagar,Punjab_Rupnagar,26,1,0.49393076923076923,other_rabi_pulses,3.8
Himachal Pradesh,Bilaspur,Himachal Pradesh_Bilaspur,11,1,0.4859363636363636,sunflower,9.1
Andhra Pradesh,Tirupati,Andhra Pradesh_Tirupati,23,1,0.48459565217391304,potato,4.3
Jammu & Kashmir,Samba,Jammu & Kashmir_Samba,13,1,0.48438461538461536,sunflower,7.7
Haryana,Kurukshetra,Haryana_Kurukshetra,20,1,0.48041999999999996,other_rabi_pulses,5.0
Andhra Pradesh,Sri Sathya Sai,Andhra Pradesh_Sri Sathya Sai,15,1,0.4661666666666667,turmeric,6.7
Haryana,Fatehabad,Haryana_Fatehabad,19,1,0.46446842105263153,other_rabi_pulses,5.3
Haryana,Kaithal,Haryana_Kaithal,18,1,0.4583,other_rabi_pulses,5.6
Tamil Nadu,Vellore,Tamil Nadu_Vellore,10,1,0.45686,mesta,10.0
Haryana,Sirsa,Haryana_Sirsa,19,1,0.4500736842105263,other_cereals,5.3
Gujarat,Mahesana,Gujarat_Mahesana,17,1,0.4495294117647059,banana,5.9
Tamil Nadu,Ranipet,Tamil Nadu_Ranipet,18,1,0.4491,sunflower,5.6
Odisha,Cuttack,Odisha_Cuttack,12,1,0.44600833333333334,sannhamp,8.3
Madhya Pradesh,Datia,Madhya Pradesh_Datia,7,1,0.4458285714285714,sunflower,14.3
Karnataka,Kolar,Karnataka_Kolar,4,1,0.435975,masoor,25.0
Madhya Pradesh,Morena,Madhya Pradesh_Morena,9,1,0.42914444444444444,sunflower,11.1
Uttar Pradesh,Bijnor,Uttar Pradesh_Bijnor,12,1,0.42693333333333333,banana,8.3
Rajasthan,Alwar,Rajasthan_Alwar,8,1,0.4211125,sunflower,12.5
Assam,Udalguri,Assam_Udalguri,16,1,0.42059375,coriander,6.2
Uttarakhand,Udam Singh Nagar,Uttarakhand_Udam Singh Nagar,13,1,0.4196692307692308,banana,7.7
Mizoram,Champhai,Mizoram_Champhai,26,1,0.41749615384615385,moong,3.8
Himachal Pradesh,Solan,Himachal Pradesh_Solan,10,1,0.41456,sunflower,10.0
Meghalaya,South West Garo Hills,Meghalaya_South West Garo Hills,17,1,0.4136941176470588,niger_seed,5.9
Himachal Pradesh,Una,Himachal Pradesh_Una,15,1,0.4122533333333333,sunflower,6.7
Mizoram,Kolasib,Mizoram_Kolasib,22,1,0.4088545454545454,ginger,4.5
Assam,Karimganj,Assam_Karimganj,16,1,0.40380625,coriander,6.2
Uttar Pradesh,Shravasti,Uttar Pradesh_Shravasti,12,1,0.40291666666666665,tobacco,8.3
Odisha,Jajapur,Odisha_Jajapur,13,1,0.4028076923076923,sannhamp,7.7
Assam,Biswanath,Assam_Biswanath,16,1,0.40271875,coriander,6.2
Mizoram,Serchhip,Mizoram_Serchhip,29,1,0.39743793103448277,moong,3.4
Tamil Nadu,Thanjavur,Tamil Nadu_Thanjavur,14,1,0.39698571428571433,potato,7.1
Himachal Pradesh,Hamirpur,Himachal Pradesh_Hamirpur,14,1,0.3953142857142857,sunflower,7.1
Mizoram,Aizawl,Mizoram_Aizawl,22,1,0.39418636363636367,ginger,4.5
Rajasthan,Dholpur,Rajasthan_Dholpur,10,1,0.39272,sunflower,10.0
Karnataka,Chikkaballapura,Karnataka_Chikkaballapura,4,1,0.391075,masoor,25.0
Assam,Cachar,Assam_Cachar,16,1,0.3897,coriander,6.2
Gujarat,Banas Kantha,Gujarat_Banas Kantha,15,1,0.38793333333333335,barley,6.7
Assam,Sonitpur,Assam_Sonitpur,16,1,0.3877125,coriander,6.2
Uttar Pradesh,Saharanpur,Uttar Pradesh_Saharanpur,12,1,0.38433333333333336,banana,8.3
Gujarat,Jamnagar,Gujarat_Jamnagar,18,1,0.3836111111111111,banana,5.6
Uttar Pradesh,Sambhal,Uttar Pradesh_Sambhal,16,1,0.3829875,other_rabi_pulses,6.2
Nagaland,Peren,Nagaland_Peren,10,1,0.37534999999999996,niger_seed,10.0
Mizoram,Hnahthial,Mizoram_Hnahthial,31,1,0.3749354838709677,moong,3.2
Mizoram,Saitual,Mizoram_Saitual,30,1,0.37334333333333336,moong,3.3
Gujarat,Gandhinagar,Gujarat_Gandhinagar,18,1,0.37262222222222224,sugarcane,5.6
Andhra Pradesh,Kakinada,Andhra Pradesh_Kakinada,27,1,0.3723888888888889,sunflower,3.7
Gujarat,Patan,Gujarat_Patan,17,1,0.3715,sugarcane,5.9
Maharashtra,Latur,Maharashtra_Latur,17,1,0.3680058823529412,ginger,5.9
Gujarat,Junagadh,Gujarat_Junagadh,17,1,0.36663529411764706,potato,5.9
Uttar Pradesh,Kasganj,Uttar Pradesh_Kasganj,15,1,0.36407333333333336,other_rabi_pulses,6.7
Meghalaya,West Garo Hills,Meghalaya_West Garo Hills,15,1,0.36358,niger_seed,6.7
Uttar Pradesh,Balrampur,Uttar Pradesh_Balrampur,13,1,0.36266923076923074,horse_gram,7.7
Meghalaya,North Garo Hills,Meghalaya_North Garo Hills,18,1,0.36060000000000003,niger_seed,5.6
Mizoram,Khawzawl,Mizoram_Khawzawl,32,1,0.36010625,moong,3.1
Gujarat,Bhavnagar,Gujarat_Bhavnagar,17,1,0.3584294117647059,potato,5.9
Uttar Pradesh,Baghpat,Uttar Pradesh_Baghpat,10,1,0.35386,garlic,10.0
Gujarat,Sabar Kantha,Gujarat_Sabar Kantha,18,1,0.34920555555555555,other_rabi_pulses,5.6
Maharashtra,Palghar,Maharashtra_Palghar,24,1,0.3423041666666667,sugarcane,4.2
Telangana,Peddapalli,Telangana_Peddapalli,16,1,0.33983125000000003,sugarcane,6.2
Andhra Pradesh,Anakapalli,Andhra Pradesh_Anakapalli,22,1,0.3347318181818182,mesta,4.5
Uttar Pradesh,Gautam Buddha Nagar,Uttar Pradesh_Gautam Buddha Nagar,16,1,0.328025,banana,6.2
Jharkhand,Dumka,Jharkhand_Dumka,17,1,0.32687647058823527,mesta,5.9
Arunachal Pradesh,West Kameng,Arunachal Pradesh_West Kameng,30,1,0.31722,urad,3.3
Arunachal Pradesh,Lohit,Arunachal Pradesh_Lohit,22,1,0.3147,other_cereals,4.5
Bihar,Jehanabad,Bihar_Jehanabad,8,1,0.3127625,safflower,12.5
Bihar,Patna,Bihar_Patna,10,1,0.31223,horse_gram,10.0
Gujarat,Morbi,Gujarat_Morbi,21,1,0.3097095238095238,potato,4.8
Bihar,Gopalganj,Bihar_Gopalganj,7,1,0.30668571428571434,horse_gram,14.3
Telangana,Jangoan,Telangana_Jangoan,14,1,0.3064857142857143,mesta,7.1
Gujarat,Chhotaudepur,Gujarat_Chhotaudepur,20,1,0.29888,potato,5.0
West Bengal,Nadia,West Bengal_Nadia,16,1,0.29664999999999997,sannhamp,6.2
Rajasthan,Nagaur,Rajasthan_Nagaur,10,1,0.29177,other_cereals,10.0
Bihar,Bhojpur,Bihar_Bhojpur,11,1,0.2891090909090909,sunflower,9.1
Jharkhand,Bokaro,Jharkhand_Bokaro,17,1,0.2878764705882353,mesta,5.9
Arunachal Pradesh,Kamle,Arunachal Pradesh_Kamle,26,1,0.28757307692307693,turmeric,3.8
Bihar,Nalanda,Bihar_Nalanda,11,1,0.2857636363636364,sweet_potato,9.1
Maharashtra,Nashik,Maharashtra_Nashik,16,1,0.28565625,banana,6.2
Bihar,Vaishali,Bihar_Vaishali,8,1,0.283625,horse_gram,12.5
Madhya Pradesh,Niwari,Madhya Pradesh_Niwari,25,1,0.280616,sunflower,4.0
Telangana,Mahabubnagar,Telangana_Mahabubnagar,9,1,0.27690000000000003,peas_and_beans,11.1
Bihar,Madhubani,Bihar_Madhubani,8,1,0.2695125,safflower,12.5
Jharkhand,Giridih,Jharkhand_Giridih,17,1,0.26899411764705883,mesta,5.9
Jharkhand,Pakur,Jharkhand_Pakur,16,1,0.2675375,mesta,6.2
Gujarat,Dohad,Gujarat_Dohad,18,1,0.26621666666666666,banana,5.6
Bihar,Jamui,Bihar_Jamui,17,1,0.26345294117647056,niger_seed,5.9
Kerala,Wayanad,Kerala_Wayanad,25,1,0.2634,garlic,4.0
Arunachal Pradesh,Upper Subansiri,Arunachal Pradesh_Upper Subansiri,23,1,0.2619173913043478,other_cereals,4.3
Jharkhand,West Singhbhum,Jharkhand_West Singhbhum,18,1,0.2601388888888889,sannhamp,5.6
Arunachal Pradesh,Shi Yomi,Arunachal Pradesh_Shi Yomi,27,1,0.2449888888888889,moong,3.7
Bihar,Arwal,Bihar_Arwal,10,1,0.24179,safflower,10.0
Andhra Pradesh,Parvathipuram Manyam,Andhra Pradesh_Parvathipuram Manyam,22,1,0.2406090909090909,sannhamp,4.5
West Bengal,Maldah,West Bengal_Maldah,17,1,0.24028823529411766,sweet_potato,5.9
Maharashtra,Raigad,Maharashtra_Raigad,25,1,0.240108,sugarcane,4.0
Madhya Pradesh,Alirajpur,Madhya Pradesh_Alirajpur,11,1,0.23703636363636366,banana,9.1
Odisha,Boudh,Odisha_Boudh,11,1,0.22681818181818184,sannhamp,9.1
Telangana,Mulugu,Telangana_Mulugu,18,1,0.22051666666666667,sugarcane,5.6
Bihar,Munger,Bihar_Munger,17,1,0.21682941176470585,mesta,5.9
Bihar,Saran,Bihar_Saran,11,1,0.20534545454545453,horse_gram,9.1
